lambda_gram,embedding
ancho tampoco gustar,000010011011010011101110100101000110011
entonces encontrar silla,001111110001100111100101011001100000110
encontrar silla pequeño,001111001010110011000001100111110000110
silla pequeño sentar,100110000011001111100001101001011010101
pequeño sentar silla,011111000011010010110101011001100000110
sentar silla frágil,100101101010110011000001100100110000001
silla frágil romper,100110000011001001100000011001001010011
frágil romper bajo,010011000000110010010100110001001100010
romper bajo peso,100100101001100010011000100111110111110
pueblito lejano vivir,100001110000101100001101001010101101000
lejano vivir mamá,011000011010010101011010000110011101110
vivir mamá cerdito,101010110100001100111011100001111010110
mamá cerdito junto,011001110111000011110101100101111110001
cerdito junto tres,000111101011001011111100011010010010100
junto tres cerdito,010111111000110100100101000001111010110
feliz día mamá,010010001111100111001101100110011101110
día mamá cerdito,001110011011001100111011100001111010110
mamá cerdito decir,011001110111000011110101100010111001010
cerdito decir hijito,000111101011000101110010100101010100110
decir hijito tú,001011100101001010101001101010010111101
hijito tú crecido,010101010011010100101111010010101001000
tú crecido tiempo,101001011110100101010010001010000001101
crecido tiempo cerdito,001010100100010100000011010001111010110
tiempo cerdito adulto,101000000110100011110101100000010010001
cerdito adulto vivar,000111101011000000100100011010101100101
adulto vivar mismo,000001001000110101011001010110110011100
dejar él ir,001011110000110101101100000101110100100
él ir decir,101011011000001011101001000010111001010
ir decir mundo,010111010010000101110010100110111101001
decir mundo llegar,001011100101001101111010010110001110001
mundo llegar fácil,011011110100101100011100010100110011001
llegar fácil deber,011000111000101001100110010010110111101
fácil deber aprender,010011001100100101101111010000110000001
deber aprender trabajar,001011011110100001100000011010001100101
aprender trabajar lograr,000011000000110100011001010110010011110
trabajar lograr sueño,101000110010101100100111101001101110011
mamá cerdito despedir,011001110111000011110101100011001100010
cerdito despedir besito,000111101011000110011000100001010010111
despedir besito mejilla,001100110001000010100101110110101000110
besito mejilla tres,000101001011101101010001101010010010100
mejilla tres cerdito,011010100011010100100101000001111010110
tres cerdito vivir,101001001010000011110101101010101101000
cerdito vivir mundo,000111101011010101011010000110111101001
cerdito menor perezoso,000111101011001101010101110111110010100
menor perezoso prestar,011010101011101111100101001000001111111
perezoso prestar atención,011111001010010000011111110001000000111
prestar atención palabra,100000111111100010000001110111011110011
atención palabra mamá,000100000011101110111100110110011101110
palabra mamá cerdito,011101111001101100111011100001111010110
mamá cerdito decidir,011001110111000011110101100010111001001
cerdito decidir construir,000111101011000101110010010010011011111
decidir construir casita,001011100100100100110111110001110100000
construir casita paja,001001101111100011101000000111011101110
casita paja terminar,000111010000001110111011101010000000000
paja terminar temprano,011101110111010100000000001001111110000
terminar temprano acostar,101000000000010011111100000000001100111
temprano acostar él,100111111000000000011001111010110110000
acostar él descansar,000000110011110101101100000011000101010
cerdito medio medio,000111101011001101010000100110101000010
medio medio perezoso,011010100001001101010000100111110010100
medio perezoso medio,011010100001001111100101000110101000010
perezoso medio prestar,011111001010001101010000101000001111111
medio prestar atención,011010100001010000011111110001000000111
mamá cerdito construir,011001110111000011110101100010011011111
cerdito construir casita,000111101011000100110111110001110100000
construir casita palo,001001101111100011101000000111011111011
casita quedar chueco,000111010000010001000100100001111111010
quedar chueco medio,100010001001000011111110100110101000010
chueco medio perezoso,000111111101001101010000100111110010100
medio perezoso querer,011010100001001111100101001000100100001
perezoso querer leer,011111001010010001001000010110000110000
querer leer instrucción,100010010000101100001100000101101110110
leer instrucción construir,011000011000001011011101100010011011111
instrucción construir él,010110111011000100110111111010110110000
cerdita mayor aplicado,000111101010101101001100010000101110010
mayor aplicado prestar,011010011000100001011100101000001111111
aplicado prestar mucho,000010111001010000011111110110111011000
prestar mucho atención,100000111111101101110110000001000000111
mucho atención palabra,011011101100000010000001110111011110011
mamá cerdito querer,011001110111000011110101101000100100001
cerdito querer construir,000111101011010001001000010010011011111
querer construir casita,100010010000100100110111110001110100000
construir casita ladrillo,001001101111100011101000000110000001011
construcción casito tomar,001001101110100011101000011010000111101
casito tomar tiempo,000111010000110100001111011010000001101
importar nuevo hogar,010110001111101110010110110101010110011
nuevo hogar albergar,011100101101101010101100110000011011110
hogar albergar frío,010101011001100000110111100100110000011
albergar frío temible,000001101111001001100000111001111100111
frío temible lobo,010011000001110011111001110110010010110
temible lobo feroz,100111110011101100100101100100100100101
lobo feroz hablar,011001001011001001001001010101001001001
feroz hablar temible,010010010010101010010010011001111100111
hablar temible lobo,010100100100110011111001110110010010110
lobo feroz encontrar,011001001011001001001001010011110010101
feroz encontrar merodear,010010010010100111100101010110101101001
encontrar merodear bosque,001111001010101101011010010001011000110
merodear bosque ver,011010110100100010110001101010100100001
bosque ver cerdito,000101100011010101001000010001111010110
ver cerdito menor,101010010000100011110101100110101010111
cerdito menor dormir,000111101011001101010101110011100001111
menor dormir tranquilamente,011010101011100111000011111010001110101
dormir tranquilamente través,001110000111110100011101011010010001101
tranquilamente través ventana,101000111010110100100011011010100011001
érase vez joven,101011011001110101001111000101111010011
vez joven bello,101010011110001011110100110001010010000
joven bello princés,010111101001100010100100001000010010100
bello princés llamado,000101001000010000100101000110001100110
princés llamado blancaniev,100001001010001100011001100001010100111
llamado blancaniev vivir,011000110011000010101001111010101101000
blancaniev vivir reino,000101010011110101011010001000111001000
vivir reino lejano,101010110100010001110010000110000110100
reino lejano padre,100011100100001100001101000111011100110
lejano padre madrastro,011000011010001110111001100110011001001
madrastra reina hermoso,011001100011110001110001010101010010010
reina hermoso arrogante,100011100010101010100100100000111001000
hermoso arrogante orgulloso,010101001001000001110010000111010111110
pasar día contemplar,011110010110000111001101100010011101010
día contemplar él,001110011011000100111010101010110110000
contemplar él frente,001001110101010101101100000100101110010
él frente espejo,101011011000001001011100100100001101011
espejo mágico parar,010000110101101101111110000111100010010
mágico parar frente,011011111100001111000100100100101110010
parar frente preguntar,011110001001001001011100101000001100010
frente preguntar espejito,010010111001010000011000100100001101010
preguntar espejito espejito,100000110001001000011010100100001101010
espejito espejito quién,010000110101001000011010101000100110101
espejito quién hermoso,010000110101010001001101010101010010010
quién hermoso reino,100010011010101010100100101000111001000
entonces espejo responder,001111110001101000011010111001000001011
espejo responder hermoso,010000110101110010000010110101010010010
responder hermoso todo,100100000101101010100100101010000111001
hermoso todo mujer,010101001001010100001110010110111100011
reina quedar satisfecho,100011100010110001000100101001010110000
quedar satisfecho pues,100010001001010010101100001000011101000
satisfecho pues saber,100101011000010000111010001001001110110
pues saber espejo,100001110100010010011101100100001101011
saber espejo siempre,100100111011001000011010111001011110110
espejo siempre decir,010000110101110010111101100010111001010
siempre decir verdad,100101111011000101110010101010100100100
embargo pasar año,001110110001101111001011000001001011011
pasar año belleza,011110010110000010010110110001010001111
año belleza bondad,000100101101100010100011110001010111101
belleza bondad blancanieves,000101000111100010101111010001010101000
bondad blancanieves hacer,000101011110100010101010000101001001100
blancanieves hacer evidente,000101010100001010010011000100010111001
todo buena cualidad,101000011100100010111011010010101100111
buena cualidad superar,000101110110100101011001111001110000000
cualidad superar belleza,001010110011110011100000000001010001111
superar belleza físico,100111000000000010100011110100110011101
belleza físico reina,000101000111101001100111011000111000101
llegar fin día,011000111000101001001110110011100110110
fin día reina,010010011101100111001101101000111000101
día reina preguntar,001110011011010001110001011000001100010
reina preguntar nuevo,100011100010110000011000100111001011011
preguntar nuevo espejito,100000110001001110010110110100001101010
nuevo espejito espejito,011100101101101000011010100100001101010
espejo contestar blancaniev,010000110101100100111100110001010100111
contestar blancaniev bondad,001001111001100010101001110001010111101
blancaniev bondad hacer,000101010011100010101111010101001001100
bondad hacer ser,000101011110101010010011001001011011110
hacer ser aún,010100100110010010110111100001001011100
ser aún bello,100101101111000010010111000001010010000
érar vez molinerir,101011011001010101001111000110110110101
vez molinerir pobre,101010011110001101101101011000000011001
molinerir pobre dejar,011011011010110000000110010010111100001
pobre dejar tres,100000001100100101111000011010010010100
dejar tres hijo,001011110000110100100101000101010100111
tres hijo herencia,101001001010001010101001110101010000101
hijo herencia molino,010101010011101010100001010110110110110
herencia molino asno,010101000010101101101101100000111100011
molino asno gato,011011011011000001111000110100110110111
reparto molino hijo,100011110010101101101101100101010100111
molino hijo mayor,011011011011001010101001110110100110001
hijo mayor asno,010101010011101101001100010000111100011
mayor asno segundo,011010011000100001111000111001010111110
asno segundo gato,000011110001110010101111100100110110111
segundo gato joven,100101011111001001101101110101111010011
este último lamentar,010001001011010101101111100110000010000
último lamentar suerte,101011011111001100000100001001101110001
lamentar suerte cuanto,011000001000010011011100010010101101010
suerte cuanto saber,100110111000100101011010101001001110110
cuanto saber cuál,001010110101010010011101100010110011110
saber cuál parte,100100111011000101100111100111100100010
hermano trabajar junto,010101000111110100011001010101111110001
trabajar junto hacer,101000110010101011111100010101001001100
junto hacer fortuna,010111111000101010010011000100101100001
hacer fortuna sólo,010100100110001001011000011001110100110
fortuna sólo gato,010010110000110011101001100100110110111
gato escuchar palabra,010011011011101000010000000111011110011
escuchar palabra joven,010000100000001110111100110101111010011
palabra joven amo,011101111001101011110100110000100101110
joven amo decidido,010111101001100001001011100010111001000
amo decidido ayudar,000010010111000101110010000001001001010
decidido ayudar él,001011100100000010010010101010110110000
ayudar él decir,000100100101010101101100000010111001010
él decir preocupe,101011011000000101110010101000001110000
decir preocupe señor,001011100101010000011100001001011101101
preocupe señor poder,100000111000010010111011011000000100010
señor poder ser,100101110110110000001000101001011011110
poder ser útil,100000010001010010110111101010111000001
ser útil valioso,100101101111010101110000011010011100101
útil valioso pensar,101011100000110100111001010111101111100
pedir favor regalar,011110101101101001000101011000110110101
favor regalar saco,010010001010110001101101011001010000010
regalar saco par,100011011010110010100000100111100001111
saco par bota,100101000001001111000011110001011001001
par bota andar,011110000111100010110010010000100111010
bota andar matorral,000101100100100001001110100110100101111
aunque joven amo,000100010111001011110100110000100101110
joven amo creer,010111101001100001001011100010101001010
amo creer palabra,000010010111000101010010100111011110011
creer palabra gato,001010100101001110111100110100110110111
palabra gato dar,011101111001101001101101110010110110100
gato dar pedir,010011011011100101101101000111101011011
dar pedir pues,001011011010001111010110111000011101000
pedir pues saber,011110101101110000111010001001001110110
pues saber animal,100001110100010010011101100000101000101
saber animal astuto,100100111011000001010001010000111101111
poner plan marcha,100000011011101111111110110110100010110
plan marcha gato,011111111101101101000101100100110110111
marcha gato reunir,011010001011001001101101111001000011110
gato reunir zanahoria,010011011011110010000111101010110010000
reunir zanahoria boscar,100100001111010101100100000001011000101
zanahoria boscar cazar,101011001000000010110001010001110110111
boscar cazar conejo,000101100010100011101101110010010110011
saco lleno conejo,100101000001001100011110000010010110011
lleno conejo bota,011000111100000100101100110001011001001
conejo bota nuevo,001001011001100010110010010111001011011
bota nuevo dirigir,000101100100101110010110110011011001100
nuevo dirigir hacia,011100101101100110110011000101001010100
dirigir hacia palacio,001101100110001010010101000111011110101
hacia palacio real,010100101010001110111101011000101101001
palacio real conseguir,011101111010110001011010010010011001110
real conseguir ser,100010110100100100110011101001011011110
conseguir ser recibir,001001100111010010110111101000101111111
ser recibir rey,100101101111010001011111111001000101010
majestad gato bota,011001101100101001101101110001011001001
gato bota leal,010011011011100010110010010110000100111
bota leal servidor,000101100100101100001001111001011100110
leal servidor marqués,011000010011110010111001100110100100100
servidor marqués carabás,100101110011001101001001000001101111001
marqués carabás primero,011010010010000011011110011000010001100
carabás primero nombre,000110111100110000100011000111001001000
primero nombre ocurrir,100001000110001110010010000111001111111
nombre ocurrir gato,011100100100001110011111110100110110111
marqués querer ofrecer,011010010010010001001000010111010001001
querer ofrecer él,100010010000101110100010011010110110000
ofrecer él regalo,011101000100110101101100001000110110111
érase vez anciano,101011011001110101001111000000100111000
vez anciano carpintero,101010011110000001001110000001110001100
anciano carpintero llamado,000010011100000011100011000110001100110
carpintero llamado gepeto,000111000110001100011001100100111001010
llamado gepeto feliz,011000110011001001110010100100100011111
gepeto feliz hacer,010011100101001001000111110101001001100
feliz hacer juguet,010010001111101010010011000101111101010
hacer juguet madera,010100100110001011111010100110011000101
juguet madera niño,010111110101001100110001010111000111101
madera niño pueblo,011001100010101110001111011000011100010
día hacer marioneta,001110011011001010010011000110100100000
hacer marioneta madera,010100100110001101001000000110011000101
marioneta madera pino,011010010000001100110001010111111100001
madera pino especial,011001100010101111111000010100001100010
pino especial decidir,011111110000101000011000100010111001001
especial decidir llamar,010000110001000101110010010110001100111
decidir llamar él,001011100100101100011001111010110110000
llamar él pinocho,011000110011110101101100000111111100010
noche hado azul,011100100000101010010110000001001010101
hado azul llegar,010100101100000010010101010110001110001
azul llegar taller,000100101010101100011100011001110110111
llegar taller anciano,011000111000110011101101110000100111000
taller anciano carpintero,100111011011100001001110000001110001100
anciano carpintero buen,000010011100000011100011000001011101100
carpintero buen gepeto,000111000110000010111011000100111001010
buen gepeto decir,000101110110001001110010100010111001010
gepeto decir mientras,010011100101000101110010100110101111100
decir mientras anciano,001011100101001101011111000000100111000
mientras anciano dormir,011010111110000001001110000011100001111
anciano dormir hecho,000010011100000111000011110101001111101
dormir hecho demá,001110000111101010011111010010111111101
hecho demá tanto,010100111110100101111111011001110111100
demá tanto feliz,001011111110110011101111000100100011111
tanto feliz merez,100111011110001001000111110110101100110
feliz merez desear,010010001111101101011001100011001000101
merez desear ser,011010110011000110010001011001011011110
desear ser padre,001100100010110010110111100111011100110
ser padre hacer,100101101111001110111001100101001001100
padre hacer realidad,011101110011001010010011001000101101010
sonreir hado azul,100110100010101010010110000001001010101
hado azul tocar,010100101100000010010101011010000110101
azul tocar marioneta,000100101010110100001101010110100100000
tocar marioneta varito,101000011010101101001000001010011110101
marioneta varito mágico,011010010000010100111101010110111111000
varito mágico despertar,101001111010101101111110000011001100101
mágico despertar pequeño,011011111100000110011001010111110000110
despertar pequeño marioneta,001100110010101111100001100110100100000
pequeño marioneta hecho,011111000011001101001000000101001111101
marioneta hecho pino,011010010000001010011111010111111100001
hecho pino despertar,010100111110101111111000010011001100101
abrir cerrar ojo,000000010101000011110111000111010010010
cerrar ojo hado,000111101110001110100100100101001011000
ojo hado azul,011101001001001010010110000001001010101
hado azul dar,010100101100000010010101010010110110100
azul dar vida,000100101010100101101101001010101000011
dar vida pinocho,001011011010010101010000110111111100010
pinocho si valiente,011111110001010010111100011010011100100
si valiente sincero,100101111000110100111001001001100010001
valiente sincero desinteresado,101001110010010011000100010011001011001
sincero desinteresado alguno,100110001000100110010110010000011111001
desinteresado alguno día,001100101100100000111110010011100110110
alguno día niño,000001111100100111001101100111000111101
día niño verdad,001110011011001110001111011010100100100
niño verdad decir,011100011110110101001001000010111001010
verdad decir hado,101010010010000101110010100101001011000
decir hado azul,001011100101001010010110000001001010101
luego volver hacia,011001010110010101011101010101001010100
volver hacia grillo,101010111010101010010101000101000000000
hacia grillo llamado,010100101010001010000000000110001100110
grillo llamado pepe,010100000000001100011001100111101111111
llamado pepe grillo,011000110011001111011111110101000000000
pepe grillo vivir,011110111111101010000000001010101101000
grillo vivir alacena,010100000000010101011010000000011011001
vivir alacena gepeto,101010110100000000110110010100111001010
pepe grillo decir,011110111111101010000000000010111001010
grillo decir hada,010100000000000101110010100101001010110
decir hada azul,001011100101001010010101100001001010101
hada azul deber,010100101011000010010101010010110111101
azul deber ayudar,000100101010100101101111010001001001010
deber ayudar pinocho,001011011110100010010010100111111100010
conciencia guardián conocimiento,001001010010101010001000100010011001010
guardián conocimiento bien,010100010001000100110010100001010100000
conocimiento bien mal,001001100101000010101000000110011011011
día siguiente gepeto,001110011011010011000000000100111001010
siguiente gepeto enviar,100110000000001001110010100100000000000
gepeto enviar orgullo,010011100101001000000000000111010111101
enviar orgullo pequeño,010000000000001110101111010111110000110
orgullo pequeño niño,011101011110101111100001100111000111101
pequeño niño madera,011111000011001110001111010110011000101
niño madera escuelar,011100011110101100110001010100001000101
madera escuelar tanto,011001100010101000010001011001110111100
escuelar tanto pobre,010000100010110011101111001000000011001
tanto pobre vender,100111011110010000000110011010100001101
pobre vender abrigo,100000001100110101000011010000000101001
vender abrigo comprar,101010000110100000001010010010010010001
abrigo comprar libro,000000010100100100100100010110001010011
comprar libro escolar,001001001000101100010100110100000101110
libro escolar pinocho,011000101001101000001011100111111100010
escolar pinocho pepe,010000010111001111111000100111101111111
pinocho pepe grillo,011111110001001111011111110101000000000
pepe grillo mostrar,011110111111101010000000000110111010011
grillo mostrar camino,010100000000001101110100110001101001100
mostrar camino decir,011011101001100011010011000010111001010
camino decir gepeto,000110100110000101110010100100111001010
favor distraigas llegar,010010001010100110111011100110001110001
distraigas llegar escuelo,001101110111001100011100010100001000110
llegar escuelo tiempo,011000111000101000010001101010000001101
érase vez hacer,101011011001110101001111000101001001100
vez hacer tiempo,101010011110001010010011001010000001101
hacer tiempo atrás,010100100110010100000011010001000100100
tiempo atrás rey,101000000110100010001001001001000101010
atrás rey reinar,000100010010010010001010101000111000111
rey reinar vivir,100100010101010001110001111010101101000
reinar vivir feliz,100011100011110101011010000100100011111
vivir feliz anhelar,101010110100001001000111110000101000010
feliz anhelar ser,010010001111100001010000101001011011110
anhelar ser padre,000010100001010010110111100111011100110
después año esperar,001100111010000010010110110100001110011
año esperar reina,000100101101101000011100111000111000101
esperar reina dar,010000111001110001110001010010110110100
reina dar luz,100011100010100101101101000110010110110
dar luz niño,001011011010001100101101100111000111101
niño agraciado reinar,011100011110100000101011111000111000111
agraciado reinar ser,000001010111110001110001111001011011110
reinar ser vanidós,100011100011110010110111101010011101101
ser vanidós superficial,100101101111010100111011011001110000010
vanidós superficial sentir,101001110110110011100000101001011011000
superficial sentir decepcionado,100111000001010010110110000010111000100
sentir decepcionado apariencia,100101101100000101110001000000101100000
decepcionado apariencia hijo,001011100010000001011000000101010100111
embargo hado presente,001110110001101010010110001000001111011
hado presente nacimiento,010100101100010000011110110111000001010
presente nacimiento otorgar,100000111101101110000010100111011001101
nacimiento otorgar pequeño,011100000101001110110011010111110000110
otorgar pequeño regalo,011101100110101111100001101000110110111
pequeño regalo sabiduer,011111000011010001101101111001001110111
regalo sabiduer además,100011011011110010011101110000001111100
sabiduer además dotar,100100111011100000011111000011100010100
además dotar don,000000111110000111000101000011100001011
dotar don impartir,001110001010000111000010110101100010011
don impartir él,001110000101101011000100111010110110000
impartir él persona,010110001001110101101100000111110101011
él persona querer,101011011000001111101010111000100100001
persona querer sabiduría,011111010101110001001000011001001111000
querer sabiduría mismo,100010010000110010011110000110110011100
sabiduría mismo poseer,100100111100001101100111001000001001100
transcurrir tiempo consuelo,101000111100110100000011010010011100001
tiempo consuelo convertir,101000000110100100111000010010100010001
consuelo convertir orgullo,001001110000100101000100010111010111101
convertir orgullo pues,001010001000101110101111011000011101000
orgullo pues tanto,011101011110110000111010001001110111100
pues tanto pronto,100001110100010011101111001000010111100
tanto pronto niño,100111011110010000101111000111000111101
pronto niño comenzar,100001011110001110001111010010001100101
niño comenzar hablar,011100011110100100011001010101001001001
comenzar hablar cautivar,001000110010101010010010010001110110000
hablar cautivar acto,010100100100100011101100000000001101100
cautivar acto noblezo,000111011000000000011011000111001000000
acto noblezo palabra,000000110110001110010000000111011110011
noblezo palabra sabiduer,011100100000001110111100111001001110111
cierto olvidé mencionar,001000000001101110101000100110101010110
olvidé mencionar pequeño,011101010001001101010101100111110000110
mencionar pequeño príncipe,011010101011001111100001101000011011001
pequeño príncipe nacer,011111000011010000110110010111000001000
príncipe nacer mechón,100001101100101110000010000110100111010
nacer mechón pelo,011100000100001101001110100111101110010
mechón pelo cabeza,011010011101001111011100100001100010100
razón llamar riquete,100010110010101100011001111001000111010
llamar riquete copetir,011000110011110010001110100010100011101
riquete copetir pues,100100011101000101000111011000011101000
copetir pues riquetir,001010001110110000111010001001000111011
pues riquetir apellido,100001110100010010001110110000101100101
riquetir apellido familia,100100011101100001011001010100100000011
cabo siete u,000110001011010010111110011010010111110
siete u ocho,100101111100110100101111100111001110111
u ocho año,101001011111001110011101110001001011011
ocho año reinar,011100111011100010010110111000111000111
año reinar país,000100101101110001110001110111101010100
reinar país vecino,100011100011101111010101001010011111101
país vecino dar,011110101010010100111111010010110110100
vecino dar luz,101001111110100101101101000110010110110
dar luz dos,001011011010001100101101100011100010010
luz dos niña,011001011011000111000100100111000111001
primero hija poseer,100001000110001010101001001000001001100
hija poseer hermosura,010101010010010000010011000101010010011
poseer hermosura comparación,100000100110001010100100110010001110111
reina sentir feliz,100011100010110010110110000100100011111
sentir feliz hado,100101101100001001000111110101001011000
feliz hado asistido,010010001111101010010110000000111100001
hado asistido nacimiento,010100101100000001111000010111000001010
asistido nacimiento riquetir,000011110000101110000010101001000111011
nacimiento riquetir copetir,011100000101010010001110110010100011101
riquetir copetir advertir,100100011101100101000111010000010010101
copetir advertir niña,001010001110100000100101010111000111001
advertir niña inteligente,000001001010101110001110010101101111110
aquel afligeír reina,000011001011000000100111001000111000101
afligeír reina instante,000001001110010001110001010101101110101
reina instante después,100011100010101011011101010011001110100
instante después sentir,010110111010100110011101001001011011000
después sentir pena,001100111010010010110110000111101111000
sentir pena mayor,100101101100001111011110000110100110001
pena mayor pues,011110111100001101001100011000011101000
mayor pues resultar,011010011000110000111010001001000010011
pues resultar segundo,100001110100010010000100111001010111110
resultar segundo hija,100100001001110010101111100101010100100
segundo hija dar,100101011111001010101001000010110110100
hija dar luz,010101010010000101101101000110010110110
dar luz carecer,001011011010001100101101100001101111111
luz carecer todo,011001011011000011011111111010000111001
carecer todo belleza,000110111111110100001110010001010001111
vez horripilante ogro,101010011110001010110011000111010001011
horripilante ogro crear,010101100110001110100010110010101000101
ogro crear gran,011101000101100101010001010100111101111
crear gran espejo,001010100010101001111011110100001101011
gran espejo hacer,010011110111101000011010110101001001100
espejo hacer ver,010000110101101010010011001010100100001
hacer ver bueno,010100100110010101001000010001011101110
ver bueno hermoso,101010010000100010111011100101010010010
bueno hermoso feo,000101110111001010100100100100100100010
hermoso feo perverso,010101001001001001001000100111110110000
tanto maldad hacer,100111011110001100110111110101001001100
maldad hacer volar,011001101111101010010011001010101110010
hacer volar espejo,010100100110010101011100100100001101011
volar espejo alto,101010111001001000011010110000100010000
espejo alto espacio,010000110101100001000100000100001011001
alto espacio dejar,000010001000001000010110010010111100001
espacio dejar él,010000101100100101111000011010110110000
dejar él caer,001011110000110101101100000001100100001
él caer quebrar,101011011000000011001000011000100001111
caer quebrar él,000110010000110001000011111010110110000
quebrar él millón,100010000111110101101100000110110000010
él millón pequeño,101011011000001101100000100111110000110
millón pequeño fragmento,011011000001001111100001100100101101010
pequeño fragmento cristal,011111000011001001011010100010101010110
fragmento cristal tierra,010010110101000101010101101010000010011
si fragmento alcanzar,100101111000101001011010100000011100101
fragmento alcanzar ojo,010010110101000000111001010111010010010
alcanzar ojo alguien,000001110010101110100100100000011111000
ojo alguien ver,011101001001000000111110001010100100001
alguien ver mal,000001111100010101001000010110011011011
ver mal si,101010010000101100110110111001011110001
mal si fragmento,011001101101110010111100010100101101010
si fragmento alojar,100101111000101001011010100000100001011
fragmento alojar corazón,010010110101000001000010110010100100001
alojar corazón volver,000010000101100101001000011010101110101
corazón volver tanto,001010010000110101011101011001110111100
volver tanto frío,101010111010110011101111000100110000011
tanto frío hielo,100111011110001001100000110101010011110
año después gran,000100101101100110011101000100111101111
después gran ciudad,001100111010001001111011110010000010110
gran ciudad lleno,010011110111100100000101100110001111000
ciudad lleno casa,001000001011001100011110000001110010111
lleno casa persona,011000111100000011100101110111110101011
casa persona vivir,000111001011101111101010111010101101000
persona vivir dos,011111010101110101011010000011100010010
vivir dos niño,101010110100000111000100100111000111101
