lambda_gram,embedding
silla ancho tampoco gustar,1001100000110000010011011010011101110100101000110011
entonces encontrar silla pequeño,0011111100011001111001010110011000001100111110000110
encontrar silla pequeño sentar,0011110010101100110000011001111100001101001011010101
silla pequeño sentar silla,1001100000110011111000011010010110101011001100000110
pequeño sentar silla frágil,0111110000110100101101010110011000001100100110000001
sentar silla frágil romper,1001011010101100110000011001001100000011001001010011
silla frágil romper bajo,1001100000110010011000000110010010100110001001100010
frágil romper bajo peso,0100110000001100100101001100010011000100111110111110
pueblito lejano vivir mamá,1000011100001011000011010010101011010000110011101110
lejano vivir mamá cerdito,0110000110100101010110100001100111011100001111010110
vivir mamá cerdito junto,1010101101000011001110111000011110101100101111110001
mamá cerdito junto tres,0110011101110000111101011001011111100011010010010100
cerdito junto tres cerdito,0001111010110010111111000110100100101000001111010110
feliz día mamá cerdito,0100100011111001110011011001100111011100001111010110
día mamá cerdito decir,0011100110110011001110111000011110101100010111001010
mamá cerdito decir hijito,0110011101110000111101011000101110010100101010100110
cerdito decir hijito tú,0001111010110001011100101001010101001101010010111101
decir hijito tú crecido,0010111001010010101010011010100101111010010101001000
hijito tú crecido tiempo,0101010100110101001011110100101010010001010000001101
tú crecido tiempo cerdito,1010010111101001010100100010100000011010001111010110
crecido tiempo cerdito adulto,0010101001000101000000110100011110101100000010010001
tiempo cerdito adulto vivar,1010000001101000111101011000000100100011010101100101
cerdito adulto vivar mismo,0001111010110000001001000110101011001010110110011100
dejar él ir decir,0010111100001101011011000001011101001000010111001010
él ir decir mundo,1010110110000010111010010000101110010100110111101001
ir decir mundo llegar,0101110100100001011100101001101111010010110001110001
decir mundo llegar fácil,0010111001010011011110100101100011100010100110011001
mundo llegar fácil deber,0110111101001011000111000101001100110010010110111101
llegar fácil deber aprender,0110001110001010011001100100101101111010000110000001
fácil deber aprender trabajar,0100110011001001011011110100001100000011010001100101
deber aprender trabajar lograr,0010110111101000011000000110100011001010110010011110
aprender trabajar lograr sueño,0000110000001101000110010101100100111101001101110011
mamá cerdito despedir besito,0110011101110000111101011000110011000100001010010111
cerdito despedir besito mejilla,0001111010110001100110001000010100101110110101000110
despedir besito mejilla tres,0011001100010000101001011101101010001101010010010100
besito mejilla tres cerdito,0001010010111011010100011010100100101000001111010110
mejilla tres cerdito vivir,0110101000110101001001010000011110101101010101101000
tres cerdito vivir mundo,1010010010100000111101011010101011010000110111101001
cerdito menor perezoso prestar,0001111010110011010101011101111100101001000001111111
menor perezoso prestar atención,0110101010111011111001010010000011111110001000000111
perezoso prestar atención palabra,0111110010100100000111111100010000001110111011110011
prestar atención palabra mamá,1000001111111000100000011101110111100110110011101110
atención palabra mamá cerdito,0001000000111011101111001101100111011100001111010110
palabra mamá cerdito decidir,0111011110011011001110111000011110101100010111001001
mamá cerdito decidir construir,0110011101110000111101011000101110010010010011011111
cerdito decidir construir casita,0001111010110001011100100100100110111110001110100000
decidir construir casita paja,0010111001001001001101111100011101000000111011101110
construir casita paja terminar,0010011011111000111010000001110111011101010000000000
casita paja terminar temprano,0001110100000011101110111010100000000001001111110000
paja terminar temprano acostar,0111011101110101000000000010011111100000000001100111
terminar temprano acostar él,1010000000000100111111000000000011001111010110110000
temprano acostar él descansar,1001111110000000000110011110101101100000011000101010
cerdito medio medio perezoso,0001111010110011010100001001101010000100111110010100
medio medio perezoso medio,0110101000010011010100001001111100101000110101000010
medio perezoso medio prestar,0110101000010011111001010001101010000101000001111111
perezoso medio prestar atención,0111110010100011010100001010000011111110001000000111
medio prestar atención palabra,0110101000010100000111111100010000001110111011110011
palabra mamá cerdito construir,0111011110011011001110111000011110101100010011011111
mamá cerdito construir casita,0110011101110000111101011000100110111110001110100000
cerdito construir casita palo,0001111010110001001101111100011101000000111011111011
casita quedar chueco medio,0001110100000100010001001000011111110100110101000010
quedar chueco medio perezoso,1000100010010000111111101001101010000100111110010100
chueco medio perezoso querer,0001111111010011010100001001111100101001000100100001
medio perezoso querer leer,0110101000010011111001010010001001000010110000110000
perezoso querer leer instrucción,0111110010100100010010000101100001100000101101110110
querer leer instrucción construir,1000100100001011000011000001011011101100010011011111
leer instrucción construir él,0110000110000010110111011000100110111111010110110000
cerdita mayor aplicado prestar,0001111010101011010011000100001011100101000001111111
mayor aplicado prestar mucho,0110100110001000010111001010000011111110110111011000
aplicado prestar mucho atención,0000101110010100000111111101101110110000001000000111
prestar mucho atención palabra,1000001111111011011101100000010000001110111011110011
mucho atención palabra mamá,0110111011000000100000011101110111100110110011101110
palabra mamá cerdito querer,0111011110011011001110111000011110101101000100100001
mamá cerdito querer construir,0110011101110000111101011010001001000010010011011111
cerdito querer construir casita,0001111010110100010010000100100110111110001110100000
querer construir casita ladrillo,1000100100001001001101111100011101000000110000001011
construcción casito tomar tiempo,0010011011101000111010000110100001111011010000001101
importar nuevo hogar albergar,0101100011111011100101101101010101100110000011011110
nuevo hogar albergar frío,0111001011011010101011001100000110111100100110000011
hogar albergar frío temible,0101010110011000001101111001001100000111001111100111
albergar frío temible lobo,0000011011110010011000001110011111001110110010010110
frío temible lobo feroz,0100110000011100111110011101100100101100100100100101
temible lobo feroz hablar,1001111100111011001001011001001001001010101001001001
lobo feroz hablar temible,0110010010110010010010010101010010010011001111100111
feroz hablar temible lobo,0100100100101010100100100110011111001110110010010110
hablar temible lobo feroz,0101001001001100111110011101100100101100100100100101
temible lobo feroz encontrar,1001111100111011001001011001001001001010011110010101
lobo feroz encontrar merodear,0110010010110010010010010100111100101010110101101001
feroz encontrar merodear bosque,0100100100101001111001010101101011010010001011000110
encontrar merodear bosque ver,0011110010101011010110100100010110001101010100100001
merodear bosque ver cerdito,0110101101001000101100011010101001000010001111010110
bosque ver cerdito menor,0001011000110101010010000100011110101100110101010111
ver cerdito menor dormir,1010100100001000111101011001101010101110011100001111
cerdito menor dormir tranquilamente,0001111010110011010101011100111000011111010001110101
menor dormir tranquilamente través,0110101010111001110000111110100011101011010010001101
dormir tranquilamente través ventana,0011100001111101000111010110100100011011010100011001
érase vez joven bello,1010110110011101010011110001011110100110001010010000
vez joven bello princés,1010100111100010111101001100010100100001000010010100
joven bello princés llamado,0101111010011000101001000010000100101000110001100110
bello princés llamado blancaniev,0001010010000100001001010001100011001100001010100111
princés llamado blancaniev vivir,1000010010100011000110011000010101001111010101101000
llamado blancaniev vivir reino,0110001100110000101010011110101011010001000111001000
blancaniev vivir reino lejano,0001010100111101010110100010001110010000110000110100
vivir reino lejano padre,1010101101000100011100100001100001101000111011100110
reino lejano padre madrastro,1000111001000011000011010001110111001100110011001001
madrastra reina hermoso arrogante,0110011000111100011100010101010100100100000111001000
reina hermoso arrogante orgulloso,1000111000101010101001001000001110010000111010111110
pasar día contemplar él,0111100101100001110011011000100111010101010110110000
día contemplar él frente,0011100110110001001110101010101101100000100101110010
contemplar él frente espejo,0010011101010101011011000001001011100100100001101011
espejo mágico parar frente,0100001101011011011111100001111000100100100101110010
mágico parar frente preguntar,0110111111000011110001001001001011100101000001100010
parar frente preguntar espejito,0111100010010010010111001010000011000100100001101010
frente preguntar espejito espejito,0100101110010100000110001001000011010100100001101010
preguntar espejito espejito quién,1000001100010010000110101001000011010101000100110101
espejito espejito quién hermoso,0100001101010010000110101010001001101010101010010010
espejito quién hermoso reino,0100001101010100010011010101010100100101000111001000
entonces espejo responder hermoso,0011111100011010000110101110010000010110101010010010
espejo responder hermoso todo,0100001101011100100000101101010100100101010000111001
responder hermoso todo mujer,1001000001011010101001001010100001110010110111100011
reina quedar satisfecho pues,1000111000101100010001001010010101100001000011101000
quedar satisfecho pues saber,1000100010010100101011000010000111010001001001110110
satisfecho pues saber espejo,1001010110000100001110100010010011101100100001101011
pues saber espejo siempre,1000011101000100100111011001000011010111001011110110
saber espejo siempre decir,1001001110110010000110101110010111101100010111001010
espejo siempre decir verdad,0100001101011100101111011000101110010101010100100100
embargo pasar año belleza,0011101100011011110010110000010010110110001010001111
pasar año belleza bondad,0111100101100000100101101100010100011110001010111101
año belleza bondad blancanieves,0001001011011000101000111100010101111010001010101000
belleza bondad blancanieves hacer,0001010001111000101011110100010101010000101001001100
bondad blancanieves hacer evidente,0001010111101000101010100001010010011000100010111001
todo buena cualidad superar,1010000111001000101110110100101011001111001110000000
buena cualidad superar belleza,0001011101101001010110011110011100000000001010001111
cualidad superar belleza físico,0010101100111100111000000000010100011110100110011101
superar belleza físico reina,1001110000000000101000111101001100111011000111000101
llegar fin día reina,0110001110001010010011101100111001101101000111000101
fin día reina preguntar,0100100111011001110011011010001110001011000001100010
día reina preguntar nuevo,0011100110110100011100010110000011000100111001011011
reina preguntar nuevo espejito,1000111000101100000110001001110010110110100001101010
preguntar nuevo espejito espejito,1000001100010011100101101101000011010100100001101010
nuevo espejito espejito quién,0111001011011010000110101001000011010101000100110101
espejo contestar blancaniev bondad,0100001101011001001111001100010101001110001010111101
contestar blancaniev bondad hacer,0010011110011000101010011100010101111010101001001100
blancaniev bondad hacer ser,0001010100111000101011110101010010011001001011011110
bondad hacer ser aún,0001010111101010100100110010010110111100001001011100
hacer ser aún bello,0101001001100100101101111000010010111000001010010000
érar vez molinerir pobre,1010110110010101010011110001101101101011000000011001
vez molinerir pobre dejar,1010100111100011011011010110000000110010010111100001
molinerir pobre dejar tres,0110110110101100000001100100101111000011010010010100
pobre dejar tres hijo,1000000011001001011110000110100100101000101010100111
dejar tres hijo herencia,0010111100001101001001010001010101001110101010000101
tres hijo herencia molino,1010010010100010101010011101010100001010110110110110
hijo herencia molino asno,0101010100111010101000010101101101101100000111100011
herencia molino asno gato,0101010000101011011011011000001111000110100110110111
reparto molino hijo mayor,1000111100101011011011011001010101001110110100110001
molino hijo mayor asno,0110110110110010101010011101101001100010000111100011
hijo mayor asno segundo,0101010100111011010011000100001111000111001010111110
mayor asno segundo gato,0110100110001000011110001110010101111100100110110111
asno segundo gato joven,0000111100011100101011111001001101101110101111010011
este último lamentar suerte,0100010010110101011011111001100000100001001101110001
último lamentar suerte cuanto,1010110111110011000001000010011011100010010101101010
lamentar suerte cuanto saber,0110000010000100110111000100101011010101001001110110
suerte cuanto saber cuál,1001101110001001010110101010010011101100010110011110
cuanto saber cuál parte,0010101101010100100111011000101100111100111100100010
hermano trabajar junto hacer,0101010001111101000110010101011111100010101001001100
trabajar junto hacer fortuna,1010001100101010111111000101010010011000100101100001
junto hacer fortuna sólo,0101111110001010100100110001001011000011001110100110
hacer fortuna sólo gato,0101001001100010010110000110011101001100100110110111
gato escuchar palabra joven,0100110110111010000100000001110111100110101111010011
escuchar palabra joven amo,0100001000000011101111001101011110100110000100101110
palabra joven amo decidido,0111011110011010111101001100001001011100010111001000
joven amo decidido ayudar,0101111010011000010010111000101110010000001001001010
amo decidido ayudar él,0000100101110001011100100000010010010101010110110000
decidido ayudar él decir,0010111001000000100100101010101101100000010111001010
ayudar él decir preocupe,0001001001010101011011000000101110010101000001110000
él decir preocupe señor,1010110110000001011100101010000011100001001011101101
decir preocupe señor poder,0010111001010100000111000010010111011011000000100010
preocupe señor poder ser,1000001110000100101110110110000001000101001011011110
señor poder ser útil,1001011101101100000010001010010110111101010111000001
poder ser útil valioso,1000000100010100101101111010101110000011010011100101
ser útil valioso pensar,1001011011110101011100000110100111001010111101111100
pedir favor regalar saco,0111101011011010010001010110001101101011001010000010
favor regalar saco par,0100100010101100011011010110010100000100111100001111
regalar saco par bota,1000110110101100101000001001111000011110001011001001
saco par bota andar,1001010000010011110000111100010110010010000100111010
par bota andar matorral,0111100001111000101100100100001001110100110100101111
aunque joven amo creer,0001000101110010111101001100001001011100010101001010
joven amo creer palabra,0101111010011000010010111000101010010100111011110011
amo creer palabra gato,0000100101110001010100101001110111100110100110110111
creer palabra gato dar,0010101001010011101111001101001101101110010110110100
palabra gato dar pedir,0111011110011010011011011100101101101000111101011011
gato dar pedir pues,0100110110111001011011010001111010110111000011101000
dar pedir pues saber,0010110110100011110101101110000111010001001001110110
pedir pues saber animal,0111101011011100001110100010010011101100000101000101
pues saber animal astuto,1000011101000100100111011000001010001010000111101111
poner plan marcha gato,1000000110111011111111101101101000101100100110110111
plan marcha gato reunir,0111111111011011010001011001001101101111001000011110
marcha gato reunir zanahoria,0110100010110010011011011110010000111101010110010000
gato reunir zanahoria boscar,0100110110111100100001111010101100100000001011000101
reunir zanahoria boscar cazar,1001000011110101011001000000010110001010001110110111
zanahoria boscar cazar conejo,1010110010000000101100010100011101101110010010110011
saco lleno conejo bota,1001010000010011000111100000100101100110001011001001
lleno conejo bota nuevo,0110001111000001001011001100010110010010111001011011
conejo bota nuevo dirigir,0010010110011000101100100101110010110110011011001100
bota nuevo dirigir hacia,0001011001001011100101101100110110011000101001010100
nuevo dirigir hacia palacio,0111001011011001101100110001010010101000111011110101
dirigir hacia palacio real,0011011001100010100101010001110111101011000101101001
hacia palacio real conseguir,0101001010100011101111010110001011010010010011001110
palacio real conseguir ser,0111011110101100010110100100100110011101001011011110
real conseguir ser recibir,1000101101001001001100111010010110111101000101111111
conseguir ser recibir rey,0010011001110100101101111010001011111111001000101010
majestad gato bota leal,0110011011001010011011011100010110010010110000100111
gato bota leal servidor,0100110110111000101100100101100001001111001011100110
bota leal servidor marqués,0001011001001011000010011110010111001100110100100100
leal servidor marqués carabás,0110000100111100101110011001101001001000001101111001
servidor marqués carabás primero,1001011100110011010010010000011011110011000010001100
marqués carabás primero nombre,0110100100100000110111100110000100011000111001001000
carabás primero nombre ocurrir,0001101111001100001000110001110010010000111001111111
primero nombre ocurrir gato,1000010001100011100100100001110011111110100110110111
marqués querer ofrecer él,0110100100100100010010000101110100010011010110110000
querer ofrecer él regalo,1000100100001011101000100110101101100001000110110111
érase vez anciano carpintero,1010110110011101010011110000001001110000001110001100
vez anciano carpintero llamado,1010100111100000010011100000011100011000110001100110
anciano carpintero llamado gepeto,0000100111000000111000110001100011001100100111001010
carpintero llamado gepeto feliz,0001110001100011000110011001001110010100100100011111
llamado gepeto feliz hacer,0110001100110010011100101001001000111110101001001100
gepeto feliz hacer juguet,0100111001010010010001111101010010011000101111101010
feliz hacer juguet madera,0100100011111010100100110001011111010100110011000101
hacer juguet madera niño,0101001001100010111110101001100110001010111000111101
juguet madera niño pueblo,0101111101010011001100010101110001111011000011100010
día hacer marioneta madera,0011100110110010100100110001101001000000110011000101
hacer marioneta madera pino,0101001001100011010010000001100110001010111111100001
marioneta madera pino especial,0110100100000011001100010101111111000010100001100010
madera pino especial decidir,0110011000101011111110000101000011000100010111001001
pino especial decidir llamar,0111111100001010000110001000101110010010110001100111
especial decidir llamar él,0100001100010001011100100101100011001111010110110000
decidir llamar él pinocho,0010111001001011000110011110101101100000111111100010
noche hado azul llegar,0111001000001010100101100000010010101010110001110001
hado azul llegar taller,0101001011000000100101010101100011100011001110110111
azul llegar taller anciano,0001001010101011000111000110011101101110000100111000
llegar taller anciano carpintero,0110001110001100111011011100001001110000001110001100
taller anciano carpintero buen,1001110110111000010011100000011100011000001011101100
anciano carpintero buen gepeto,0000100111000000111000110000010111011000100111001010
carpintero buen gepeto decir,0001110001100000101110110001001110010100010111001010
buen gepeto decir mientras,0001011101100010011100101000101110010100110101111100
gepeto decir mientras anciano,0100111001010001011100101001101011111000000100111000
decir mientras anciano dormir,0010111001010011010111110000001001110000011100001111
mientras anciano dormir hecho,0110101111100000010011100000111000011110101001111101
anciano dormir hecho demá,0000100111000001110000111101010011111010010111111101
dormir hecho demá tanto,0011100001111010100111110100101111111011001110111100
hecho demá tanto feliz,0101001111101001011111110110011101111000100100011111
demá tanto feliz merez,0010111111101100111011110001001000111110110101100110
tanto feliz merez desear,1001110111100010010001111101101011001100011001000101
feliz merez desear ser,0100100011111011010110011000110010001011001011011110
merez desear ser padre,0110101100110001100100010110010110111100111011100110
desear ser padre hacer,0011001000101100101101111001110111001100101001001100
ser padre hacer realidad,1001011011110011101110011001010010011001000101101010
sonreir hado azul tocar,1001101000101010100101100000010010101011010000110101
hado azul tocar marioneta,0101001011000000100101010110100001101010110100100000
azul tocar marioneta varito,0001001010101101000011010101101001000001010011110101
tocar marioneta varito mágico,1010000110101011010010000010100111101010110111111000
marioneta varito mágico despertar,0110100100000101001111010101101111110000011001100101
varito mágico despertar pequeño,1010011110101011011111100000110011001010111110000110
mágico despertar pequeño marioneta,0110111111000001100110010101111100001100110100100000
despertar pequeño marioneta hecho,0011001100101011111000011001101001000000101001111101
pequeño marioneta hecho pino,0111110000110011010010000001010011111010111111100001
marioneta hecho pino despertar,0110100100000010100111110101111111000010011001100101
abrir cerrar ojo hado,0000000101010000111101110001110100100100101001011000
cerrar ojo hado azul,0001111011100011101001001001010010110000001001010101
ojo hado azul dar,0111010010010010100101100000010010101010010110110100
hado azul dar vida,0101001011000000100101010100101101101001010101000011
azul dar vida pinocho,0001001010101001011011010010101010000110111111100010
pinocho si valiente sincero,0111111100010100101111000110100111001001001100010001
si valiente sincero desinteresado,1001011110001101001110010010011000100010011001011001
valiente sincero desinteresado alguno,1010011100100100110001000100110010110010000011111001
sincero desinteresado alguno día,1001100010001001100101100100000111110010011100110110
desinteresado alguno día niño,0011001011001000001111100100111001101100111000111101
alguno día niño verdad,0000011111001001110011011001110001111011010100100100
día niño verdad decir,0011100110110011100011110110101001001000010111001010
niño verdad decir hado,0111000111101101010010010000101110010100101001011000
verdad decir hado azul,1010100100100001011100101001010010110000001001010101
luego volver hacia grillo,0110010101100101010111010101010010101000101000000000
volver hacia grillo llamado,1010101110101010100101010001010000000000110001100110
hacia grillo llamado pepe,0101001010100010100000000001100011001100111101111111
grillo llamado pepe grillo,0101000000000011000110011001111011111110101000000000
llamado pepe grillo vivir,0110001100110011110111111101010000000001010101101000
pepe grillo vivir alacena,0111101111111010100000000010101011010000000011011001
grillo vivir alacena gepeto,0101000000000101010110100000000110110010100111001010
pepe grillo decir hada,0111101111111010100000000000101110010100101001010110
grillo decir hada azul,0101000000000001011100101001010010101100001001010101
decir hada azul deber,0010111001010010100101011000010010101010010110111101
hada azul deber ayudar,0101001010110000100101010100101101111010001001001010
azul deber ayudar pinocho,0001001010101001011011110100010010010100111111100010
conciencia guardián conocimiento bien,0010010100101010100010001000100110010100001010100000
guardián conocimiento bien mal,0101000100010001001100101000010101000000110011011011
día siguiente gepeto enviar,0011100110110100110000000001001110010100100000000000
siguiente gepeto enviar orgullo,1001100000000010011100101001000000000000111010111101
gepeto enviar orgullo pequeño,0100111001010010000000000001110101111010111110000110
enviar orgullo pequeño niño,0100000000000011101011110101111100001100111000111101
orgullo pequeño niño madera,0111010111101011111000011001110001111010110011000101
pequeño niño madera escuelar,0111110000110011100011110101100110001010100001000101
niño madera escuelar tanto,0111000111101011001100010101000010001011001110111100
madera escuelar tanto pobre,0110011000101010000100010110011101111001000000011001
escuelar tanto pobre vender,0100001000101100111011110010000000110011010100001101
tanto pobre vender abrigo,1001110111100100000001100110101000011010000000101001
pobre vender abrigo comprar,1000000011001101010000110100000001010010010010010001
vender abrigo comprar libro,1010100001101000000010100100100100100010110001010011
abrigo comprar libro escolar,0000000101001001001001000101100010100110100000101110
comprar libro escolar pinocho,0010010010001011000101001101000001011100111111100010
libro escolar pinocho pepe,0110001010011010000010111001111111000100111101111111
escolar pinocho pepe grillo,0100000101110011111110001001111011111110101000000000
pinocho pepe grillo mostrar,0111111100010011110111111101010000000000110111010011
pepe grillo mostrar camino,0111101111111010100000000001101110100110001101001100
grillo mostrar camino decir,0101000000000011011101001100011010011000010111001010
mostrar camino decir gepeto,0110111010011000110100110000101110010100100111001010
favor distraigas llegar escuelo,0100100010101001101110111001100011100010100001000110
distraigas llegar escuelo tiempo,0011011101110011000111000101000010001101010000001101
érase vez hacer tiempo,1010110110011101010011110001010010011001010000001101
vez hacer tiempo atrás,1010100111100010100100110010100000011010001000100100
hacer tiempo atrás rey,0101001001100101000000110100010001001001001000101010
tiempo atrás rey reinar,1010000001101000100010010010010001010101000111000111
atrás rey reinar vivir,0001000100100100100010101010001110001111010101101000
rey reinar vivir feliz,1001000101010100011100011110101011010000100100011111
reinar vivir feliz anhelar,1000111000111101010110100001001000111110000101000010
vivir feliz anhelar ser,1010101101000010010001111100001010000101001011011110
feliz anhelar ser padre,0100100011111000010100001010010110111100111011100110
después año esperar reina,0011001110100000100101101101000011100111000111000101
año esperar reina dar,0001001011011010000111001110001110001010010110110100
esperar reina dar luz,0100001110011100011100010100101101101000110010110110
reina dar luz niño,1000111000101001011011010001100101101100111000111101
niño agraciado reinar ser,0111000111101000001010111110001110001111001011011110
agraciado reinar ser vanidós,0000010101111100011100011110010110111101010011101101
reinar ser vanidós superficial,1000111000111100101101111010100111011011001110000010
ser vanidós superficial sentir,1001011011110101001110110110011100000101001011011000
vanidós superficial sentir decepcionado,1010011101101100111000001010010110110000010111000100
superficial sentir decepcionado apariencia,1001110000010100101101100000101110001000000101100000
sentir decepcionado apariencia hijo,1001011011000001011100010000001011000000101010100111
embargo hado presente nacimiento,0011101100011010100101100010000011110110111000001010
hado presente nacimiento otorgar,0101001011000100000111101101110000010100111011001101
presente nacimiento otorgar pequeño,1000001111011011100000101001110110011010111110000110
nacimiento otorgar pequeño regalo,0111000001010011101100110101111100001101000110110111
otorgar pequeño regalo sabiduer,0111011001101011111000011010001101101111001001110111
pequeño regalo sabiduer además,0111110000110100011011011110010011101110000001111100
regalo sabiduer además dotar,1000110110111100100111011100000011111000011100010100
sabiduer además dotar don,1001001110111000000111110000111000101000011100001011
además dotar don impartir,0000001111100001110001010000111000010110101100010011
dotar don impartir él,0011100010100001110000101101011000100111010110110000
don impartir él persona,0011100001011010110001001110101101100000111110101011
impartir él persona querer,0101100010011101011011000001111101010111000100100001
él persona querer sabiduría,1010110110000011111010101110001001000011001001111000
persona querer sabiduría mismo,0111110101011100010010000110010011110000110110011100
querer sabiduría mismo poseer,1000100100001100100111100001101100111001000001001100
transcurrir tiempo consuelo convertir,1010001111001101000000110100100111000010010100010001
tiempo consuelo convertir orgullo,1010000001101001001110000100101000100010111010111101
consuelo convertir orgullo pues,0010011100001001010001000101110101111011000011101000
convertir orgullo pues tanto,0010100010001011101011110110000111010001001110111100
orgullo pues tanto pronto,0111010111101100001110100010011101111001000010111100
pues tanto pronto niño,1000011101000100111011110010000101111000111000111101
tanto pronto niño comenzar,1001110111100100001011110001110001111010010001100101
pronto niño comenzar hablar,1000010111100011100011110100100011001010101001001001
niño comenzar hablar cautivar,0111000111101001000110010101010010010010001110110000
comenzar hablar cautivar acto,0010001100101010100100100100011101100000000001101100
hablar cautivar acto noblezo,0101001001001000111011000000000011011000111001000000
cautivar acto noblezo palabra,0001110110000000000110110001110010000000111011110011
acto noblezo palabra sabiduer,0000001101100011100100000001110111100111001001110111
cierto olvidé mencionar pequeño,0010000000011011101010001001101010101100111110000110
