lambda_gram,embedding
arroyo,0000100111000
pandora,0100010001000
primero,1100011010000
torrir,1111001010011
reclutar,1100101011010
capital,0001011000101
chimenea,0001000000100
cuero,0011101000110
tirachina,1111000110111
compraré,0011011010100
náufrago,0100101011110
aliviadísimo,0000110000101
hornear,0111110100100
zarigüeya,1111101010100
luz,0101011100111
harto,0111101001011
azúcar,0001101010000
asesino,0000100010001
griego,0111100001100
carpintero,0001001011110
fecha,0110110110011
compartir,0011001000000
supersabio,1101001011001
ocho,0100111000000
cristal,0011111110110
pedir,0100011011001
sordo,1101011110100
pico,0100000111111
granjar,0110100000001
cuándo,0011101110011
estirar,0110011110000
desesperado,0010101110001
gastado,0110101100011
encantador,0010001001010
pudistar,1100010011000
apoderar,0000111000011
modelar,0101101101011
mesa,0101111000100
contento,0011010001010
petición,0100000111000
moda,0101101101001
pavoneo,0100011010011
línea,0101010100110
jardíndijo,0111000100110
primaria,1100011010011
burro,0001010000011
balcón,0001101011001
velocidad,1111110001100
completar,0011011001011
crees,0011111101000
dios,0010110101010
experiencia,0110010110000
enfermedad,0010001101110
hechicero,0111101000111
carnicero,0001001011000
logrado,0101011110010
sobrenatural,1101010111011
escozor,0110001100001
fácilmente,0110101110111
aliviado,0000110000111
infeliz,0111011101011
menospreci,0101111010111
socorro,1101010101010
sombra,1101011100111
disculpar,0010110110100
misteriosa,0101101111111
claridad,0011000110110
parez,0100010111000
quebrar,1100110110000
tía,1111011100001
desilusión,0010101010100
arriesgado,0000100101110
soportar,1101011111101
musical,0101100000000
mírame,0100100001000
contado,0011010011111
aterrorizar,0001100010101
dame,0011101101111
todo,1111000100000
pasarir,0100010100000
recortar,1100101110100
acceder,0000001100100
quetzalcóatl,1100110101101
ji,0111000101001
mírate,0100100011000
ratonvillar,1100111011110
enter,0010000010011
recompense,1100101010001
sombreado,1101011100101
perfecta,0100001111101
bubuah,0001110001011
debéi,0011100100101
escriba,0110001100010
rueco,1101101011010
título,1111010100001
ladito,0101000001111
ferocitaurus,0110110111011
sorprender,1101011110110
cálido,0011101110111
ridiculizar,1101100100000
visible,1111111110011
dédalo,0010010100010
sala,1101111011110
esperanzo,0110001000101
trolita,1111011110111
fracaso,0110111001010
negociar,0100100101110
ocasión,0100101000000
sonreir,1101011101011
seguir,1101110101010
funcionado,0110101011101
escúchame,0110001111100
templo,1101000001110
quejartir,1100110111001
exquisito,0110010011010
ninfa,0100101100010
amistad,0000110101001
acaso,0000001100111
manto,0101110011000
tremendo,1111011011101
rostro,1101101010100
bordar,0001110101111
escabullir,0110000110001
súbdito,1101001101001
violencia,1111111111100
hundir,0111110011111
mencionar,0101111010011
agotado,0000011101000
necesidad,0100100111110
flacucho,0110111111001
aceptar,0000001101001
secar,1101110100001
observado,0100101000100
encuentro,0010001111101
acto,0000001011000
risotada,1101101101101
creado,0011111100100
hormiguero,0111110100110
girándolo,0110100110101
quedado,1100110110011
chistoso,0001000000000
temblad,1101000011100
alsacia,0000110011001
encoger,0010001010001
replicar,1100100000101
caperucito,0001011000100
plantar,1100000011111
semejante,1101110110110
crédito,0011111011111
ingenuapensar,0111011110110
marchar,0101110110111
vecino,1111110000011
rodear,1101101111101
llevé,0101011001000
playa,1100000010011
perico,0100001111000
palidecen,0100010000011
montaña,0101100101011
sopo,1101011111111
lechera,0101000111000
conversemos,0011110011011
pulga,1100010000001
sentir,1101110010100
burló,0001010000000
operarlo,0100111101110
flautista,0110111111111
llama,0101001010101
saco,1101111001000
protectora,1100010110101
lentamente,0101000100010
muerte,0101100011011
gordito,0110100011111
mueble,0101100011010
vomitar,1111111000110
surgido,1101001010110
sostener,1101011010011
desmedido,0010101011010
delicada,0011100000000
nieto,0100100100001
cayerar,0001001100110
expectativa,0110010110001
sigu,1101010001111
perfecto,0100001111110
oeste,0100111001001
curso,0011101010000
aprenderás,0000101001111
bocado,0001111100100
tres,1111011010101
alguien,0000010000010
escabullía,0110000110011
polvorienta,1100001100100
elefantar,0010011110101
papelito,0100010010010
musgo,0101100000001
canasto,0001011110000
cigueña,0011000011000
famosísimo,0110110001011
otorgar,0100110110111
hambriento,0111101011111
inconfor,0111010100101
apartarno,0000111011101
comeré,0011001001011
asusta,0000100001101
cigarra,0011000001001
birria,0001111111011
precioso,1100001011001
atizar,0001100010111
tallo,1101000100011
espectador,0110001011011
circunstancia,0011000010110
malbrujo,0101010011101
miran,0101101110001
júpiter,0111000000010
vestido,1111110100111
atrapar,0001100110001
púas,1100110010011
desgracia,0010101010000
crecer,0011111101111
agrio,0000011100011
constantemente,0011010110000
compar,0011001000010
desaparecer,0010100111011
niev,0100100100000
dragón,0010010110001
contendientes,0011010001000
rosado,1101101010110
centavo,0001000111111
homenaj,0111111100001
piscina,1100000000001
resignado,1101100001110
deberíai,0011100100001
viru,1111111110110
galletica,0110101111011
rabanito,1100111101101
aguerrido,0000010100010
rellenar,1100100110011
melocotonero,0101111110111
cautivar,0001001100100
ondulir,0100111111001
alimento,0000110000010
próximo,1100010011010
buscarlo,0001010000100
avanzadísimo,0001101100000
100,0000000000001
costar,0011111100011
zapatero,1111101011101
rinconcito,1101101100011
terciopelo,1111000001100
queso,1100110101111
acerque,0000001110100
carácter,0001001010001
investigar,0111001110000
campanario,0001011111100
encargarás,0010001011110
morder,0101100111111
mientras,0101101001111
terminado,1111000001101
regordete,1100100101000
inteligencia,0111001000011
preguntarl,1100001000100
engañarte,0010000100010
roedor,1101101111100
meta,0101111000101
mala,0101010010100
sábado,1101001111100
cuarto,0011111001001
enjambre,0010000101110
quitado,1100110100000
decoración,0011100111100
exaltado,0110010101111
zepir,1111101010111
ofrec,0100111011011
alegrar,0000010001000
abuelo,0000000101110
formado,0110111010010
acuerdo,0000001001101
diciembre,0010111101001
respeto,1101100011110
aún,0001101010111
avispa,0001101101110
leer,0101000101111
dañar,0011101100010
mandona,0101110000001
resistente,1101100001011
encendido,0010001010100
colchón,0011001100101
encomendar,0010001110000
quita,1100110100001
cuid,0011101001101
merecido,0101111001011
ojos,0100111010011
ruleta,1101101001010
fábrico,0110101110010
habérselo,0111101111010
ingenioso,0111011110101
rosal,1101101010111
maleducado,0101010011010
dirir,0010110111110
informe,0111011111111
casaría,0001001110011
difícil,0010111100001
precio,1100001011010
aplicarl,0000111000111
moldir,0101101100010
ratonar,1100111010101
pegado,0100011001010
puntilla,1100110000100
medir,0101111111011
américa,0000110100100
imperfecto,0111010010110
engañar,0010000100001
tumba,1111011101100
pagarás,0100110001110
japón,0111001100001
amargo,0000110110011
cantaba,0001011011101
sacrificar,1101111011000
emprender,0010001000110
dedícate,0011100010001
interminable,0111001001011
metido,0101111000010
grandioso,0110100000101
cubito,0011111001110
despistado,0010101001100
dartir,0011101100111
disfraz,0010110110001
detenimiento,0010111011001
hartar,0111101001001
engañado,0010000100000
espléndido,0110011000010
enemigo,0010001111010
enfurecido,0010001100000
llovido,0101011010100
dejéi,0011100001110
dispuestir,0010110011010
extraordinariamente,0110010001001
recompensaría,1100101010011
valentir,1111010010100
hechicera,0111101000101
pastar,0100011100101
1960,0000000000011
distancia,0010110011000
verdaderamente,1111110111110
comunidad,0011011010000
aletar,0000010000111
pegadiza,0100011001011
magos,0101010010011
tierrir,1111000010010
vean,1111010000000
tendido,1101000000000
especial,0110001011101
situado,1101010111100
desbordar,0010100101100
ovejo,0100110010000
nuevamente,0100101010111
lástima,0101010100001
ataque,0001100000010
refugio,1100101100001
pedistir,0100011001000
criticar,0011111110000
maratónicamente,0101110010110
lejano,0101000101100
acceso,0000001101100
fresco,0110111000000
dudoso,0010010110100
cantando,0001011011110
contigo,0011010001101
descalzo,0010100100100
estrella,0110011110101
chiflado,0001000001110
considerar,0011010110100
llenir,0101001000001
deform,0011100010111
anciana,0000110100011
justamente,0111000001101
enano,0010001001100
escultura,0110001111011
admirado,0000011000101
idear,0111110000101
quitársela,1100111100010
relámpago,1100100010011
terriblemente,1111000001000
entonar,0010000011110
gracias,0110100001010
núcleo,0100101011011
horror,0111110101011
sombrilla,1101011101100
santo,1101111100111
segundo,1101110101011
dejadlo,0011100011100
sorprés,1101011110001
albergar,0000010010000
regalado,1100100100010
rascar,1100111110011
aguo,0000010100101
contagiarl,0011010011010
culpable,0011101011000
indígenar,0111011101101
habiendo,0111101100101
casito,0001001111111
fatal,0110110010110
tratar,1111011001000
ayudara,0001101111110
acostar,0000001011111
dominio,0010010011110
salgar,1101111010011
chillar,0001000001101
argumentar,0000101111000
llamar,0101001011100
océano,0100111001101
dejaremos,0011100011010
amiguito,0000110101000
celebrándolo,0001000101110
ayudar,0001101111010
madero,0101010101011
zambulleron,1111101001000
figurito,0110111100001
orilla,0100110101001
bebérselo,0001111011100
agradecer,0000011101111
lápices,0101011100001
enseñarte,0010000110110
resplandecient,1101100011101
llegué,0101001000111
necesitar,0100100111001
comar,0011001010010
desanimar,0010100111010
delantal,0011100001111
farolillo,0110110011111
incluir,0111010101101
casillo,0001001111100
periódico,0100001101001
echar,0010011100110
dispuesto,0010110011011
venda,1111110001001
cárcel,0011101111101
procurar,1100011101100
mágicamente,0100100000110
bellota,0001111010110
flauta,0110111111110
espérame,0110011001101
agachar,0000011111100
retractara,1101100110101
barrio,0001111000111
cimir,0011000011111
elixir,0010011010110
trom,1111011111111
fantástico,0110110011010
faltar,0110110000100
mapas,0101110011100
polvoriento,1100001101100
disolver,0010110011100
laberinto,0101000000010
cataplás,0001001101010
roncar,1101101110000
sueño,1101011000111
ocupado,0100111000010
jarro,0111000100101
atreveír,0001100111110
esperándolo,0110001000010
bendición,0001111010001
ladro,0101000001001
serio,1101110001001
naranja,0100100010000
supuesto,1101001010100
enorme,0010000111010
luca,0101011111110
pronunciado,1100010101001
superior,1101001001011
cosechar,0011110100010
sensible,1101110010011
celeste,0001000101010
maravillar,0101110010001
pago,0100110001111
piedrecilla,0100000110000
cabrar,0001010010000
espesura,0110001000001
agotar,0000011101001
manzana,0101110011011
joyo,0111000110111
colmar,0011001111000
hostilidad,0111110111001
calzoncillo,0001011100011
actividad,0000001011001
sorprenda,1101011110101
rechazar,1100101001101
justicia,0111000001100
usado,1111010111000
secreto,1101110100010
enfermera,0010001101111
moraleja,0101100111011
día,0010011100000
moro,0101100110011
gri,0111100000100
interesa,0111001001101
molesto,0101100100001
felicímetro,0110110110111
veinte,1111110000110
duro,0010010101101
rara,1100111110110
ayudaro,0001101111100
paso,0100011100110
obligándolo,0100101001111
muro,0101100000110
engañes,0010000100110
cachorrar,0001010110101
normalmente,0100101110101
comerciante,0011001011001
dormitorio,0010010010110
cámara,0011101110100
exagerada,0110010100101
encender,0010001011100
desabrochar,0010100110011
parado,0100010110001
advertir,0000011010101
sonámbulo,1101011111011
arquear,0000101100110
pausar,0100011010000
lelo,0101000100111
subo,1101011011010
refeer,1100101101101
bolo,0001111100001
joyas,0111000110100
podrer,1100000100101
suciedad,1101011001001
extraterrestr,0110010001010
bobos,0001111101111
ataré,0001100001100
sabiendo,1101111000101
ojo,0100111010010
burlón,0001010000001
darte,0011101100101
pretender,1100011010110
responder,1101100010100
sient,1101010000001
gordo,0110100011110
carretera,0001001010100
pegamo,0100011001100
creciero,0011111101011
esposo,0110011001100
importe,0111010110110
almohado,0000110001010
albertina,0000010010011
sabroso,1101111001111
cochero,0011000111001
brazo,0001110110100
eduardo,0010011101111
famoso,0110110001010
espado,0110001010011
turista,1111011100101
alejir,0000010001101
ritmo,1101101101111
tarea,1101000111001
pufff,1100010000010
pacienciar,0100110011100
lluvia,0101011010101
mojado,0101101100100
pensado,0100001001001
espérenme,0110011001111
sabía,1101111001011
escondido,0110000100010
totalmente,1111001011101
acercó,0000001111101
quierar,1100110100100
mochilar,0101101111000
ovejas,0100110110001
pinzasloca,0100000000110
asegurarno,0000100110010
negro,0100100101111
magiviru,0101010110001
corta,0011110101001
més,0100100001001
pelea,0100011000010
pin,0100000011010
pandoro,0100010011001
atermorizar,0001100011011
probado,1100011111001
oficial,0100111011001
colegiorespondeír,0011001101111
armadillo,0000101101001
temío,1101000000110
presumía,1100011010100
africano,0000011110110
afilado,0000011010011
querar,1100110101000
cocinar,0011000101001
call,0001010101101
opino,0100111100100
palmas,0100010000111
humildad,0111110010011
dime,0010110100010
luna,0101011100100
marrón,0101110101011
resecar,1101100000111
fila,0110111100010
cómeme,0011101111011
hombro,0111111100011
ícaro,1111101101010
docena,0010010000100
tocarlo,1111000100110
feír,0110110101010
melodío,0101111110011
zeus,1111101010010
cacareo,0001010110010
favor,0110110010011
suavemente,1101011011100
quejar,1100110111011
dueña,0010010111010
blaaaacky,0001111111000
comes,0011001001010
arar,0000101110000
engreído,0010000101100
enfadado,0010001111000
ovejita,0100110110000
guerro,0111100101010
par,0100010010000
fértil,0110101110100
amado,0000110010001
asusto,0000100000111
inmediatamente,0111011010111
asistente,0000100010111
emplumado,0010001000010
reír,1101100100101
asegúratir,0000100110000
afroditar,0000011110111
vaquito,1111010001110
cebolla,0001000100110
asegurar,0000100110110
parezca,0100010101000
irá,0111001101010
cortésmente,0011110101100
desobedecer,0010101011001
altavoz,0000110011011
ruidoso,1101101001000
presentar,1100011001001
mes,0101111001100
percatar,0100001010110
pimiento,0100000011110
botas,0001110111011
mecir,0101111101100
mira,0101101010011
puleír,1100010000011
empequeñecer,0010011000101
polluelo,1100001100010
fierezo,0110110100100
acercarte,0000001111110
pagándoles,0100110001100
fascinada,0110110011101
veis,1111110000111
partido,0100010100101
mayoría,0101111100001
fallar,0110110000000
dulce,0010010111000
abeja,0000000010001
gentil,0110100101011
separarer,1101110011010
gruñona,0111100010000
tirado,1111000110101
nochir,0100101101000
llevárselo,0101011001001
aun,0001100101100
cucharón,0011111000110
avén,0001101101010
caprichoso,0001011000110
crecierar,0011111101010
hechacer,0111101000100
cantarín,0001011011000
convertido,0011110011010
dueño,0010010111001
apúratar,0000101010010
justo,0111000000101
kioto,0101000000001
decisión,0011100111110
tijera,1111000010000
gobernador,0110100110010
aspecto,0000100011001
adentro,0000011000011
niño,0100101101111
secundario,1101110100101
hermano,0111111001001
huir,0111110110011
pón,1100110010010
flor,0110111110101
joya,0111000111100
hermosar,0111111011011
profundo,1100010100000
esclavizar,0110000101001
apuesto,0000101011111
dani,0011101101101
golpe,0110100010101
apreciado,0000101000111
sastr,1101111100001
científico,0011000001010
expulsarar,0110010011110
entro,0110000000011
filiberto,0110111100110
salvarno,1101111111001
entregándol,0010000000101
funeral,0110101010110
protestar,1100010110000
bajárselo,0001101011010
invitar,0111001110101
respetar,1101100011011
cacerola,0001010110110
reanudar,1100111000001
llame,0101001011111
esperar,0110001000111
torcido,1111001111111
favorito,0110110110000
tantísimo,1101000101100
muestra,0101100011000
olmo,0100111110101
luchar,0101011111011
millón,0101101011001
arrear,0000100100001
romper,1101101110011
impresionante,0111010111100
saltito,1101111110111
tardarar,1101000101001
siquiera,1101010110000
luisa,0101011101010
variado,1111010001101
victima,1111111100111
llorar,0101011011001
suculento,1101011001010
tierrar,1111000010110
caminar,0001011101000
pálido,1100110011010
manzano,0101110011110
complacer,0011011001100
rugido,1101101011011
arte,0000100111111
agolpar,0000011111000
olvídalo,0100111111011
observar,0100101000101
operarte,0100111101111
pescarcontestar,0100000101010
cuesta,0011101000100
demostrar,0010100001111
caramelo,0001001000001
dárselo,0010010100100
calor,0001010100011
oía,0100110010001
grande,0110100001100
salto,1101111110101
consejero,0011010111110
tampoco,1101000100110
angelito,0000111100110
extrañado,0110010001111
objeto,0100101001001
sorpresa,1101011110011
hummm,0111110010100
adónde,0000011010111
confieso,0011011100010
insensible,0111011001001
bromo,0001110010010
injusticia,0111011010010
7,0000000011000
esconder,0110000100111
suplicar,1101001011101
revés,1101100101110
mándalo,0100100000101
bruto,0001110011001
baúl,0001111011011
duda,0010010110110
cuerdo,0011101000011
ladrillo,0101000001011
rompefamilia,1101101110010
entristeceír,0110000000001
desafío,0010100111100
tacaño,1101001101111
tira,1111000110110
esqueleto,0110011001011
jesusito,0111000101010
adoptar,0000011001011
reparo,1100100011001
amontonado,0000110101110
rusia,1101101001100
ganarme,0110101101101
molestar,0101101100000
rama,1100111111110
buen,0001110001010
manga,0101110000110
calladito,0001010101100
ver,1111110110101
bestia,0001111110010
cántaro,0011101111100
debajo,0011101100000
perjudicar,0100001101011
madera,0101010101010
manu,0101110011001
mejilla,0101111111010
tinto,1111000110001
derramar,0010100010101
innovadora,0111011011110
limpio,0101001110000
feria,0110110111110
quedarer,1100110110110
abusón,0000000100001
armadura,0000101101011
auto,0001100100111
valor,1111010011011
encontrar,0010001110011
nombrarte,0100101111110
haberte,0111101100110
ganar,0110101101111
encargo,0010001011111
basar,0001111000100
triste,1111011110000
general,0110100100111
anhelar,0000111101101
vuelto,1111101000010
horneada,0111110100111
5,0000000001110
hera,0111111000111
siento,1101010000011
ratoncito,1100111011100
hija,0111111110111
temblar,1101000011101
soleado,1101010100111
tocar,1111000100111
salvador,1101111111110
salva,1101111111111
llegado,0101001001011
burlado,0001110000011
producir,1100011100100
rabo,1100111101011
utilidad,1111010111111
roco,1101101111010
cony,0011110010001
amabilidad,0000110010010
pocotón,1100000101010
higo,0111111110010
comparación,0011001000011
comérselo,0011011110000
excepto,0110010111000
blancaniev,0001111101011
locura,0101011110011
holandés,0111111100101
hielo,0111111010000
fiestero,0110110100110
fiar,0110110101110
jo,0111000111001
haber,0111101100000
humano,0111110110000
haz,0111101001101
decididamente,0011100101001
monstruo,0101100100100
tronco,1111011111010
precisamente,1100001001000
carpinterir,0001001011010
patato,0100011110100
pellicer,0100001000011
manifestación,0101110000101
fotografiar,0110111011000
duend,0010010111100
colorear,0011001110100
metralleto,0101111000000
aterradora,0001100011111
dibujante,0010111111111
arruga,0000100111011
patio,0100011110101
decente,0011100101101
pellizco,0100001000110
acero,0000001111100
quedarás,1100110110111
maldad,0101010011111
deporte,0010100011010
desayunar,0010100101111
pantorrilla,0100010011100
hung,0111110011010
discúlpame,0010110110010
desaparecido,0010100111000
moralejar,0101100111010
lloroso,0101011011110
pajarillo,0100110000110
apoyo,0000101000011
repleto,1100100000100
teléfono,1101000010101
mellizar,0101111110101
bombero,0001110100010
despistar,0010101000100
bocar,0001111100111
llegara,0101001001110
estruendo,0110011111001
cacarear,0001010110011
aullar,0001100101110
faltado,0110110000101
semidiós,1101110110010
prestar,1100011011010
elegante,0010011110010
enfrentar,0010001100101
carol,0001001011011
gracioso,0110100001111
ángel,1111101111110
estante,0110011010100
estudiós,0110011101110
cortar,0011110101010
dejando,0011100011111
habitante,0111101101011
antiguo,0000111110101
figurar,0110110100001
guardia,0111100111111
hendijos,0111111000010
reposar,1100100000111
similar,1101010011110
intervenir,0111001001000
inferior,0111011101001
sanar,1101111101011
agreír,0000011100110
libélula,0101001111100
temiesar,1101000001001
coche,0011000111011
entretenido,0010000000001
furia,0110101010010
colegio,0011001101101
haberl,0111101100001
desafinado,0010100110111
capitán,0001011000111
retomar,1101100110010
desarrollo,0010100101001
rayar,1100111001011
torp,1111001110110
hermanastra,0111111001010
amigos,0000110111000
ignorar,0111010000010
amiga,0000110111010
débil,0010010100110
reluciente,1100100010000
suerte,1101011000100
lees,0101000101101
portada,1100001110111
complejo,0011011001110
arrepentido,0000100101100
saldría,1101111010010
nasal,0100100110010
pado,0100110011001
esperanza,0110001001101
invitado,0111001110111
concluir,0011011111110
turbante,1111011100100
áspero,1111101111001
antiem,0000111111100
da,0011101101011
ingresar,0111011110001
carnudo,0001001011001
casillas,0001001110100
tarde,1101000101000
descaradamente,0010100100110
radio,1100111101000
atar,0001100000111
abrasar,0000000110111
zancadilla,1111101011110
osito,0100110111100
amam,0000110010000
pintado,0100000001111
escocia,0110000101110
plástico,1100000111100
familiar,0110110001111
aconsejar,0000001010110
fotógrafo,0110111001001
habilidoso,0111101101100
trigo,1111011010110
simple,1101010011100
brinco,0001110110000
desencadenar,0010101110100
afortunadamente,0000011110011
pobrecita,1100000111001
disciplina,0010110111111
ñam,1111101101111
perezoso,0100001110100
siéntate,1101010111101
abracadabra,0000000110010
reflejo,1100101100100
nervioso,0100100101100
enormemente,0010000111110
descolorido,0010101100001
salido,1101111110001
apuntar,0000101011100
guardándolar,0111100111011
compraría,0011011010101
entredormido,0010000001111
conejito,0011011101111
canto,0001011001011
tobogán,1111000101100
electricidad,0010011111100
máscar,0100100001111
esconderme,0110000100110
indigestión,0111011100100
jardinería,0111000100001
preocupar,1100011000011
duna,0010010101010
modo,0101101101110
exprimirlo,0110010011100
chocolate,0011000000000
preparación,1100011000101
convertirir,0011110011101
gabriel,0110101111111
desanimado,0010100111110
dirección,0010110101011
propio,1100010111001
ventaja,1111110010011
lecturo,0101000101110
prisionera,1100011111101
semillos,1101110110001
cisn,0011000010001
pony,1100001111011
tomado,1111001100010
rabio,1100111101110
perdono,0100001110110
equivocar,0110000010101
gallo,0110101101000
luciérnaga,0101011111000
enojo,0010000111000
carniceer,0001001001000
mundir,0101100001111
soltar,1101011100010
víctima,1111101000101
ofrecer,0100111011010
esquivar,0110011001000
exhibido,0110010111101
magia,0101010110011
melquíades,0101111110001
desierto,0010101010111
soid,1101010101100
castor,0001001101001
cimar,0011000011110
ensalado,0010000111100
arreglar,0000100100111
tranquilamente,1111001000001
conservar,0011010111100
entretenimiento,0010000000000
majestad,0101010010010
racimo,1100111101001
leñador,0101001100100
comparar,0011001000001
cien,0011000001101
matado,0101110100111
curado,0011101010111
ar,0000101010000
despertar,0010101001110
brujo,0001110011110
inmenso,0111011011100
guarda,0111100110101
llenar,0101001000010
adorar,0000011011000
titubeó,1111000101110
paja,0100110000101
traición,1111001000100
cómodo,0011101111000
unidos,1111010100101
desenvaino,0010101110010
plagar,1100000001110
formulado,0110111010101
lucir,0101011111001
insultado,0111011000011
querido,1100110101011
cuna,0011101010100
ceniza,0001000111110
maccool,0101010101100
renegar,1100100011110
alma,0000110001101
buscándolo,0001010001110
acercarar,0000001111010
imagen,0111010001010
pasta,0100011100111
uva,1111010110101
sorteo,1101011110000
carrero,0001001011101
venta,1111110010010
jardines,0111000100011
conocer,0011010101100
verá,1111110100100
fruta,0110101001111
impropio,0111010111110
ocurrírselir,0100111001100
aterrizar,0001100011100
bebé,0001111011101
aires,0000010111010
abuela,0000000111001
ajeno,0000010111100
valentía,1111010011100
reconstruir,1100101110010
brotado,0001110010111
alojara,0000110001000
pillapilla,0100000010101
llévale,0101011010111
culpa,0011101001000
deslumbrado,0010101011111
aprendiz,0000101001010
suave,1101011010100
plantado,1100000011110
recuperar,1100101111001
máquinar,0100100001100
clamor,0011000110011
muñeca,0100100000011
mono,0101100100101
tender,1101000000011
kaso,0111000000000
quinto,1100110100010
aguardar,0000010100001
fuego,0110101011000
pastorcillo,0100011101000
entreabierta,0010000001011
algodón,0000010000110
jugabas,0111000010001
huésped,0111110001011
hipopótamo,0111111111001
sudor,1101011001111
rompersele,1101101110001
estrepitoso,0110011111101
enfureceír,0010001100001
habertar,0111101100010
brillo,0001110110011
planear,1100000011000
sabio,1101111000100
bañera,0001111001000
esplendor,0110011000001
cordón,0011110110101
insignificante,0111011001011
perseguir,0100001100110
asomar,0000100011101
cuerdar,0011101000001
olerlo,0100111110000
ejemplo,0010011111011
estropeado,0110011111110
indiferencia,0111011100111
foto,0110111011001
deseo,0010101110011
alcance,0000010010100
centro,0001000111101
astuto,0000100001110
invierno,0111001110001
relamía,1100100110110
barra,0001111000000
operar,0100111101010
claramente,0011000110010
cascarón,0001001110110
alar,0000010110010
esquina,0110011001001
explicado,0110010010001
sucedido,1101011011000
caber,0001010010101
cab,0001010011001
flaquito,0110111111010
quebrantrisa,1100110010000
lleváoslo,0101011001010
mami,0101010000100
gracios,0110100001110
programado,1100010100001
erdamal,0110000010110
colocado,0011001111011
lavado,0101000111101
relajante,1100100110100
doble,0010010000110
espabilar,0110001110001
mármol,0100100001101
disfrutar,0010110010011
divertir,0010110000011
exponer,0110010010111
granja,0110100000011
costumbre,0011111100111
viento,1111111101000
cabrito,0001010110000
tir,1111000110010
beba,0001111011010
deber,0011100100000
sabré,1101111001110
agradar,0000011101110
seguro,1101110111000
tormentar,1111001111100
trepar,1111011011100
estela,0110011010001
cantar,0001011011011
ingrediente,0111011110011
desconsoladamente,0010101100101
despreciado,0010101000010
desear,0010101111010
esponjós,0110011000111
pulpito,1100110000011
provisión,1100010010001
enseguida,0010000110101
discurso,0010110110101
cosecha,0011110100111
horno,0111110101100
pedidir,0100011011010
ponero,1100001111000
fiel,0110110101101
tortugar,1111001010100
colectar,0011001101100
acabar,0000001100000
mochila,0101101111001
cristales,0011111110010
esbozó,0110000110000
acontecimiento,0000001010101
pán,1100110011110
ruina,1101101001001
pelaje,0100011000110
ensayo,0010000110100
detenido,0010111011000
convencido,0011110001000
costa,0011111100001
fangosa,0110110011000
fuente,0110101011001
enterar,0010000010110
noches,0100101101001
ladir,0101000001101
pastor,0100011101001
magivirus,0101010110000
sumergir,1101001000111
iniciar,0111011010000
destrozar,0010111001100
eleonoro,0010011010000
echado,0010011100010
art,0000100111110
polluelos,1100001100110
perdido,0100001010000
acelerar,0000001101011
abuelet,0000000111000
intención,0111001000110
pánico,1100110011111
restante,1101100010110
acogedoro,0000001110011
buscado,0001010000110
llorós,0101011011101
melena,0101111110100
estaca,0110011011001
canasta,0001011110001
helado,0111111000000
contratar,0011110000100
preciado,1100001011110
impulso,0111010111001
elsar,0010011010100
reemplazar,1100101101110
molestia,0101100100000
fresca,0110111000001
estupendo,0110011101111
transportar,1111011000100
chilla,0001000001111
arbolito,0000101110110
ofrecerte,0100111011110
original,0100110101010
aventurar,0001101100110
larguísimos,0101000110010
inundar,0111001011111
sedir,1101110101111
príncipe,1100010011100
autoestima,0001100100110
prueba,1100010010111
ratoncillo,1100111010100
tal,1101001100010
imposible,0111010110101
blanca,0001111101001
conocerno,0011010101111
roto,1101101011101
rodeado,1101101111111
martar,0101110101010
preferir,1100001001011
comerciar,0011001011000
soñé,1101011010110
ventosa,1111110110010
mentir,0101111010100
demás,0010100001001
tirándolo,1111000111000
dosis,0010010010001
rebuzno,1100101000101
corto,0011110101101
ilusionado,0111010001111
exageradamente,0110010100100
decidí,0011100111001
ataquen,0001100000110
ridículo,1101101100000
cadena,0001010111100
pieza,0100000010110
extraterrestre,0110010001110
camín,0001011110011
oreja,0100110100011
fino,0110111101111
rastro,1100111010000
reer,1100101101111
carecer,0001001000111
viejito,1111111101011
desplazar,0010101000101
llenos,0101011000000
goldi,0110100010011
vago,1111010010110
ovación,0100110110010
retar,1101100110001
armar,0000101101010
sirviente,1101010110111
viña,1111111001011
momento,0101100100110
premio,1100001000111
espós,0110011001010
oasis,0100101011001
aterrorizado,0001100010100
resolver,1101100001000
yonohago,1111101001010
lechugas,0101000101011
coco,0011000101111
madrugado,0101010111101
locomo,0101011110000
uno,1111010101111
apelar,0000111011110
entrometido,0110000000010
olimpiada,0100111110010
negado,0100100101011
busquer,0001010001010
sorbo,1101011111100
abandonado,0000000011100
montado,0101100101111
invadirer,0111001010100
subiero,1101011011111
aferrar,0000011010010
veloz,1111110001111
querría,1100110101010
impetuoso,0111010010011
hipopótamos,0111111111000
contagiado,0011010011110
jugosa,0111000011111
albert,0000010010001
vaca,1111010110001
convirtiéndolo,0011110010010
paloma,0100010001100
baile,0001101011100
idir,0111110000011
gán,0111100100000
intensificar,0111001000111
conducir,0011011101001
atraer,0001100010010
paracecir,0100010110000
miembro,0101101001101
herencia,0111111000100
terror,1111000011001
estantería,0110011010101
museo,0101100000011
diariamente,0010111110100
completamente,0011011001010
recién,1100101011001
empezado,0010011000001
venidir,1111110010101
cremós,0011111111010
socio,1101010101001
25,0000000000111
infectar,0111011101010
enemistar,0010001111011
olimpo,0100111110110
restaurante,1101100010010
faro,0110110011110
anhelado,0000111101100
arriba,0000100101111
borrones,0001110101011
armario,0000101101110
