lambda_gram,embedding
delicioso,0011000000011
vegetal,1010100000011
sentado,1001011100011
ventanar,1010100011111
tallo,1001111000010
crecer,0010101001010
repleto,1000111111000
rosa,1001001100011
deleite,0010111111001
negado,0111000110010
invierno,0101110100001
opacada,0111010110000
nieve,0111001000000
congelado,0010011000100
abuela,0000000101110
contar,0010011101101
historia,0101010110000
niev,0111000111111
copo,0010100100011
nievir,0111001000001
enjambre,0011111001011
abeja,0000000011110
blanco,0001010110011
acerca,0000001010001
mirar,0110110100010
congela,0010011000010
formar,0100101100100
flores,0100101011011
hermanastra,0101010001100
obligar,0111001110011
trabajo,1010001101111
cocinar,0010000110001
limpiar,0110001011110
lavarl,0110000101011
ropa,1001001100001
cansado,0001101100101
dormido,0011100011001
cerca,0001111011010
chimenea,0001111111000
levantar,0110001000001
cara,0001101111110
sucio,1001101110010
ceniza,0001111010100
reír,1001000111001
ceniciento,0001111010011
invitación,0101110100011
baile,0001001101000
celebrar,0001111001000
cumpleaños,0010110010101
invitadas,0101110100100
fiesta,0100100111001
irá,0101110110011
quedarás,1000100100101
casar,0001110100001
preparar,1000010001000
cena,0001111010000
regresar,1000111010001
salir,1001010100010
burlar,0001011111110
cenicienta,0001111010010
correr,0010100101101
jardín,0101111000011
banco,0001001110100
llorar,0110010010001
repente,1000111110100
aparecer,0000101100100
hada,0101001011100
madrín,0110011010111
llor,0110010010000
agitar,0000010101101
transformar,1010010000101
calabaza,0001100101100
coche,0010000101101
ratón,1000101110000
campo,0001101011100
caballo,0001100010101
perro,0111110111010
viejo,1010101001110
cochero,0010000101110
remoto,1000111100101
emperador,0011101111010
cuyo,0010110100000
único,1010110111101
interés,0101110010000
vestir,1010100111011
modo,0110110110100
vanidad,1010011101111
cambiar,0001101000101
traje,1010001111010
varios,1010011110111
admirar,0000010001001
cualquiera,0010101101110
estafador,0100010010011
acercar,0000001010010
manifestar,0110100000111
excelente,0100011001101
sastre,1001010111111
coser,0010100111110
magnífico,0110011100000
ligero,0110001011100
fino,0100101001010
parecer,0111100100100
invisible,0101110100010
solo,1001101000010
ignorante,0101100000010
emocionado,0011101110000
permitir,0111110110111
funcionario,0100110011000
apto,0000110010100
cargo,0001110001010
ocupar,0111010000100
ordenar,0111010111111
supuesto,1001110011000
inmediato,0101101100110
pagándoles,0111011110111
sumar,1001110000011
dinero,0011011001000
ministro,0110110010111
cuánto,0010110100011
progresado,1000011000010
hombre,0101010111011
tijera,1010000011111
aire,0000011010010
telar,1001111100010
silencio,1001100001110
temor,1001111110010
usted,1010011010011
callado,0001100111000
acaso,0000001000101
maravilloso,0110100100001
claro,0010000100101
veo,1010100100101
tela,1001111100001
así,0000111111011
comunicar,0010010011110
bolsillo,0001011000000
gastar,0100110111110
trozo,1010010110000
hilo,0101010101011
continuar,0010011111011
máquina,0111000000111
vacío,1010011100010
confianza,0010010111001
observar,0111001111001
informar,0101101010100
fecha,0100100100010
entrego,0011111110111
granjar,0100111111110
alboroto,0000011100101
polluelos,1000001000100
patar,0111101010111
cascarón,0001110100100
adorabl,0000010001110
patito,0111101011100
notar,0111001011101
huevo,0101011011011
permanecer,0111110110100
intacto,0101110000001
poco,1000000110001
hora,0101011000010
polluelo,1000001000011
granjo,0101000000000
expectativa,0100011011110
conocer,0010011001000
tardar,1001111001101
alegre,0000011110001
sorprendido,1001101011100
amarillo,0000100100100
cubierto,0010101110011
suave,1001101100111
pluma,1000000100100
gris,0101000001010
esperado,0100001110101
graznido,0101000000101
cada,0001100100111
sonar,1001101001011
corneta,0010100101000
nadie,0111000011100
triste,1010010100000
escapar,0100000101001
granja,0100111111101
buscar,0001100000110
recorrer,1000110100101
profundidad,1000010111111
puntir,1000100001000
vencido,1010100001101
humilde,0101011100011
anciana,0000100111101
gallín,0100110110001
contento,0010011110011
casi,0001110100101
afortunadamente,0000010100010
campesino,0001101011010
llevar,0110010000101
esposa,0100010000110
aterrado,0001000010011
gritar,0101000001100
brincar,0001011011110
nuevamente,0111001100101
estancar,0100010010101
pantanoso,0111100010110
finalmente,0100101000111
primavera,1000010011110
cisn,0010000011110
nadar,0111000011011
estanque,0100010010110
acercársel,0000001010101
recordar,1000110100100
cómo,0010110101110
agachar,0000010101000
cabeza,0001100011010
avergonzado,0001001000101
miró,0110110100011
reflejo,1000110111000
agua,0000010111110
asombrado,0000111101010
sino,1001100011110
apuesto,0000110010101
cisne,0010000011111
ahora,0000011001010
diferente,0011010111000
hermana,0101010001011
nadó,0111000011110
parejo,0111100101110
tener,1010000000001
bebé,0001010010110
deseo,0011001011101
trasero,1010010001100
espléndido,0100010000011
planta,1000000010011
suculento,1001101110011
fruta,0100110001010
rodeado,1001001010101
muro,0110111111011
atrevir,0001000101100
pertenecer,0111111000001
bruja,0001011100111
malvado,0110011110101
asomar,0000111101001
huerto,0101011011000
espinaca,0100010000000
fresca,0100101111110
verde,1010100101101
anhelo,0000101001010
probarlas,1000010110000
enfermar,0011110110011
gravemente,0101000000100
preocupado,1000010000001
salud,1001010100111
espós,0100010001100
riesgo,1001001000001
manera,0110100000011
trepó,1010010011000
separar,1001011101011
rápidamente,1001001111100
desenterrar,0011001011010
puñado,1000100001111
inmediatamente,0101101100101
ensalado,0011111010111
deleitar,0010111111000
deliciosa,0011000000010
complacer,0010010001000
disponer,0011011101010
trepar,1010010010111
desenterrado,0011001011001
horror,0101011001101
parado,0111100100001
atrever,0001000101001
ladrón,0110000001111
llevarte,0110010000111
juro,0101111110101
pagarás,0111011110100
tono,1010001001001
amenazante,0000100101010
disculpa,0011011010111
voz,1010101111111
temblorós,1001111101100
necesidad,0111000101011
embarazado,0011101101010
apoderar,0000101111101
enferma,0011110110010
tontín,1010001001110
despreciado,0011001111100
burlado,0001011111101
dejado,0010111101001
lado,0110000001011
ocasión,0111001111111
cortar,0010100110011
leña,0110001000110
madre,0110011010001
torta,1010001100011
botello,0001011010100
leche,0110000101110
hambre,0101001101001
sed,1001011000111
hombrecillo,0101010111100
saludar,1001010101000
cortésmente,0010100110111
dame,0010110110101
sorbo,1001101010111
hambriento,0101001101010
sediento,1001011001001
pastel,0111101001000
plantado,1000000010100
seguir,1001011001100
talar,1001110111101
árbol,1010110101101
golpe,0100111100110
equivocado,0100000011000
lastimar,0110000100100
brazo,0001011011000
hacha,0101001010111
pagar,0111011110010
comportamiento,0010010010001
continuación,0010011111010
partir,0111100111010
paso,0111101000100
trocito,1010010100100
desprecio,0011001111101
quedo,1000100100110
frondoso,0100110000101
castigo,0001110101110
hachazo,0101001011000
golpear,0100111100111
pierna,0111111100010
momento,0110111000100
déjamar,0011100111110
daño,0010110111101
déjalo,0011100111101
entiend,0011111101001
insistir,0101101110100
anda,0000100111111
aprenderás,0000110001010
fuerza,0100110010101
torto,1010001100101
harín,0101001110101
agrio,0000010111101
tropezar,1010010101110
trago,1010001110110
niñito,0111001001001
lucir,0110010101110
capa,0001101110100
color,0010001010110
rojo,1001001011010
usar,1010011010001
menudo,0110101101100
caperucita,0001101110111
caperucito,0001101111000
abuelito,0000000110011
horneado,0101011000110
galletica,0100110101101
lleves,0110010001010
llenar,0110001111100
canasta,0001101011110
recién,1000110010001
horneada,0101011000101
escúchame,0100001010111
quédate,1000101000111
nunca,0111001101001
habl,0101001001111
extraño,0100011111000
abuelita,0000000110000
atravesar,0001000100100
largo,0110000100000
espeso,0100001111101
hola,0101010111000
dónde,0011101000010
diriges,0011011010001
advertido,0000010011000
elegante,0011101011100
amigable,0000100101101
educado,0011101001100
voy,1010101111110
abuelitir,0000000110010
animar,0000101001111
exclamar,0100011010010
lejos,0110000111000
oh,0111010010110
final,0100101000110
ahí,0000011010000
abuelitadijo,0000000110001
sonrisa,1001101010000
acompañar,0000001100010
felicidad,0100100100011
celebración,0001111000110
olvidar,0111010101010
invitar,0101110100110
resentido,1001000000110
olvidado,0111010101001
presentar,1000010001110
entregar,0011111110110
mejor,0110101010101
cante,0001101110000
dulce,0011100101111
melodiós,0110101011011
comporte,0010010010011
gracia,0100111110001
elegancio,0011101011011
tercero,1010000000111
bondadosa,0001011000111
pacientedijo,0111011101010
colmar,0010001010000
turno,1010010111010
cumplir,0010110010111
dieciséis,0011010110010
pinchar,0111111101101
dedo,0010111100000
aguja,0000011000100
resentimiento,1001000000111
reinado,1000111010100
atónito,0001000110010
suplicar,1001110010110
disculpar,0011011011000
haber,0101001000000
invitado,0101110100101
retractara,1001000100110
dicho,0011010101111
negar,0111000110011
ambos,0000100100111
propuesta,1000011010100
faltar,0100100000111
deshacer,0011001100010
pronunciado,1000011001110
curso,0010110011111
evento,0100010111110
princés,1000010100101
morir,0110111011011
pinche,0111111101110
profundo,1000011000000
cien,0010000001001
venir,1010100011011
mercader,0110101101101
perdido,0111110011111
viajar,1010101000001
lugar,0110010110010
regreso,1000111010010
joya,0101111010111
vestido,1010100111010
considerar,0010011011000
situación,1001100100111
pétalo,1000100011010
oscuro,0111011010110
rato,1000101100101
divisar,0011100000000
castillo,0001110110000
comedor,0010001100110
mesa,0110101111000
alimento,0000100000011
servido,1001011110100
habitación,0101001001010
cama,0001101000011
esponjós,0100010000101
dueño,0011100101110
sirvient,1001100100100
perdonir,0111110100011
libertad,0110001001111
tomado,1010001000011
detener,0011010001111
arrancar,0000110111100
rosas,1001001100110
intención,0101110000100
llevársela,0110010001101
bella,0001010011000
bestia,0001010100011
aspecto,0000111101110
seda,1001011001000
saltar,1001010100011
arbusto,0000110100101
di,0011010100000
comida,0010001110101
camo,0001101010110
robar,1001001001110
rugir,1001001101110
asustado,0000111110111
prometer,1000011001001
acuerdo,0000001110110
desconsolar,0011001001000
encuentro,0011110101001
culpar,0010110010001
sucedido,1001101101111
pedidir,0111101101100
responsable,1001000011001
aceptar,0000001001110
impresionar,0101100101001
helar,0101010000001
paja,0111011111001
convocar,0010100011101
encerrar,0011110011010
aquí,0000110011110
rueco,1001001101100
carrete,0001110010111
habilidad,0101001000111
enano,0011110001000
estrafalario,0100010100010
suceder,1001101101110
convierto,0010100011010
encerrado,0011110011001
lágrima,0110010111011
cambio,0001101001001
collar,0010001001111
criatura,0010101011000
hilos,0101010101100
alegrar,0000011110000
justo,0101111111001
perder,0111110011110
esperanza,0100001110110
saltarín,1001010100100
visible,1010101011101
anillo,0000101001011
tender,1001111111101
empecer,0011101110111
codicia,0010000111000
comprobar,0010010011011
cumplido,0010110010110
órdenes,1010110111001
leñador,0110001000111
según,1001011010010
cuenta,0010101111110
desdicha,0011001010010
costumbre,0010101000101
quejar,1000100101101
júpiter,0101111111100
rayo,1000101110011
mano,0110100001000
exasperado,0100011001100
darte,0010110111001
dej,0010111100111
quejartir,1000100101110
espanto,0100001100100
quiero,1000100111001
miedo,0110110000110
queja,1000100101100
ayudarte,0001001011000
olvid,0111010101000
verás,1010100111001
realizado,1000101111010
fuerir,0100110010010
desees,0011001010100
elegir,0011101011110
hacerte,0101001010110
dichoso,0011010110000
dejartir,0010111101110
completamente,0010010001100
depender,0011000010010
reflexiona,1000110111001
formular,0100101100111
desaparecer,0011000101101
loco,0110010011111
cargar,0001110001001
leño,0110001001000
hombro,0101010111101
ala,0000011011010
alegría,0000011110011
reflexionar,1000110111010
caso,0001110101011
importante,0101100100001
consejo,0010011010110
cabaña,0001100010110
mujercita,0110111110001
encender,0011110010111
lumbre,0110010110111
abundante,0000000110111
rico,1001000111110
oír,0111011100011
marido,0110100101010
cuidado,0010110001011
impaciencia,0101100010011
perjudicar,0111110110010
procedar,1000010110100
calma,0001100111011
consultemo,0010011101000
almohado,0000100001100
consejera,0010011010011
opino,0111010111000
perdamo,0111110011100
traer,1010001110010
cenar,0001111010001
beber,0001010010100
calor,0001100111101
apoyar,0000110000001
respaldo,1001000010001
sillo,1001100010010
ajajá,0000011010110
fuego,0100110010000
falta,0100100000101
vara,1010011110101
salchichaber,1001010010111
alcance,0000011100111
apenas,0000101101111
sorpresa,1001101011101
salchicho,1001010011000
lanzar,0110000011010
grito,0101000001101
aventura,0001001000011
debido,0010111000011
ridículo,1001001000000
formulado,0100101100110
enojó,0011111010001
regañar,1000111001010
perla,0111110110011
diamant,0011010100101
añadir,0001001100010
necio,0111000110000
ocurrido,0111010000110
semejante,1001011011011
cosa,0010100111001
reconocer,1000110100000
procurar,1000010110111
enmendar,0011111001110
necesario,0111000101010
inteligencia,0101110000010
medir,0110101010010
disfrutar,0011011100010
brís,0001011101111
fresco,0100101111111
tarde,1001111001111
afuero,0000010100111
bola,0001010111101
dorado,0011100011000
posesión,1000001100011
preciado,1000001101011
jugar,0101111100100
arrojar,0000111001110
vista,1010101100101
rodar,1001001010100
desconsoladamente,0011001000110
rana,1000101010111
enjugar,0011111001101
lágrimas,0110010111100
favorita,0100100011110
fondo,0100101011111
devolver,0011010011000
intentar,0101110000111
asegurar,0000111011011
recuperar,1000110101110
conceder,0010010100011
explicar,0100011100010
riqueza,1001001000111
plato,1000000011100
idea,0101011110111
compartir,0010001111111
rán,1001001111011
desagradar,0011000101001
muchísimo,0110111101001
jamás,0101110111100
sumergir,1001110000101
recuperado,1000110101101
esperándolo,0100001111100
puerto,1000011111000
venidir,1010100011001
reclamar,1000110010010
prometido,1000011001010
amable,0000100011101
enterar,0011111100100
promesa,1000011000101
enojado,0011111001111
opción,0111010110001
presencia,1000010001100
huésped,0101011110010
indeseable,0101101000010
tirar,1010000101001
piso,1000000000010
proponer,1000011010010
tratar,1010010001111
beso,0001010100010
desapareceré,0011000101110
afuera,0000010100110
hansel,0101001101101
gretel,0101000000110
descanso,0011000111010
sustento,1001110100001
suficiente,1001101111100
pan,0111100001011
mantequillar,0110100001111
alimentar,0000100000010
yo,1010110001010
entrada,0011111101110
acaudalado,0000001000110
apiadar,0000101110011
cómodo,0010110101111
preocuparno,1000010000100
permitire,0111110111000
crees,0010101001111
abandonar,0000000011000
refutar,1000110111111
incapaz,0101100110000
escuchado,0100001001001
conversación,0010100010000
preocup,1000001111111
tranquilo,1010010000000
amanecer,0000100100000
hijastro,0101010100111
levántense,0110001000010
flojo,0100101010111
mercado,0110101101110
almuerzo,0000100001110
comar,0010001100011
enseguida,0011111011001
guardar,0101000101000
delantal,0010111110101
desmenuzar,0011001101101
secreto,1001011000011
miga,0110110001100
espérenme,0100010001010
madrastra,0110011001110
abandonado,0000000010111
molestia,0110111000000
oscuridad,0111011010101
pedazo,0111101101010
zapatero,1010110010110
diligencia,0011011000010
zapato,1010110010111
calidad,0001100110010
ganar,0100110110101
mantener,0110100001101
cuero,0010110000100
colocar,0010001010011
pieza,0111111100100
coserla,0010100111111
sorprender,1001101011011
tienda,1010000010111
doble,0011100000100
precio,1000001101100
contárselo,0010100001101
compraré,0010010011000
entusiasmado,0100000000100
relucient,1000111011111
perfecto,0111110101011
vendar,1010100010000
cortado,0010100110010
tiendo,1010000011000
famoso,0100100001100
escond,0100000111001
esconder,0100000111010
alrededor,0000100010000
medianoche,0110101001100
duende,0011100101001
furtivamente,0100110011111
rápido,1001001111101
habilidoso,0101001001000
duendecillo,0011100101010
harapienta,0101001101110
temblar,1001111101001
genuín,0100111001111
ninguno,0111001000101
montón,0110111010000
seguro,1001011010000
descuber,0011001001010
disgustar,0011011100100
tormenta,1010001010110
trueno,1010010110011
relámpago,1000111100010
desencadenar,0011001011000
lluvia,0110010011001
torrencial,1010001100001
umbral,1010011000100
viento,1010101001111
causar,0001110110111
estrago,0100010100011
cabello,0001100011000
harapo,0101001101111
exijo,0100011011001
hospedaje,0101011001111
princesadecir,1000010100010
airoso,0000011010100
dudar,0011100100101
título,1010011000001
salón,1001010110001
dormitorio,0011100011011
quitar,1000101000000
guisante,0101000110110
colchón,0010001000110
20,0000000000100
encima,0011110011100
veinte,1010100000100
edredón,0011101001001
señalar,1001011111001
huéspedes,0101011110011
puedes,1000011110011
terriblemente,1010000001111
conciliar,0010010101010
cielo,0010000001000
duro,0011100110110
cuerpo,0010110000101
moretón,0110111011010
horrible,0101011001011
verdadero,1010100101100
sensible,1001011100010
exhibido,0100011010110
museo,0110111111101
todavía,1010000111110
llevado,0110010000100
jack,0101110111000
vaca,1010011011110
flaco,0100101010000
vaquito,1010011110100
comprarer,0010010010111
comido,0010001110111
asegúratir,0000111011111
bonachón,0001011000101
amiguito,0000100110000
vaquita,1010011110011
prometo,1000011001011
cuidar,0010110001101
frijolito,0100110000011
viejito,1010101001101
abrazo,0000000101000
frijol,0100110000010
pudistar,1000011101111
ventán,1010100100100
descubrir,0011001001110
brotado,0001011100101
movido,0110111100110
curiosidad,0010110011101
v,1010011011100
caballero,0001100010011
gigante,0100111010100
necesitas,0111000101111
entreabierta,0011111110010
ingresar,0101101011110
anunciar,0000101011110
topó,1010001010010
señora,1001011111100
noble,0111001001011
vaso,1010011111100
salido,1001010100001
encantador,0011110001100
césped,0010110101011
allá,0000100000111
hermosa,0101010010001
estrella,0100010100110
melocotonero,0110101011010
estallar,0100010010100
delicada,0010111111111
flor,0100101011001
otoño,0111011011011
fruto,0100110001100
pájaro,1000100010010
posar,1000001100001
cantaban,0001101101010
dulzurar,0011100110010
ausencio,0001000111001
áspero,1010110101110
jardíndijo,0101111000100
letrero,0110001000000
prohíbir,1000011000100
castigado,0001110101100
egoísta,0011101010000
carretera,0001110011000
polvoriento,1000001001000
piedras,0111111011110
oculto,0111010000010
colorida,0010001011001
pajarito,0111011111100
florecer,0100101011010
cartel,0001110011100
meter,0110101111010
gusto,0101000111101
escarcha,0100000101101
quedarer,1000100100100
resto,1001000011101
cubrir,0010101110110
manto,0110100010000
pintar,0111111110110
plateado,1000000011010
amigo,0000100101110
norte,0111001011010
temporada,1001111110101
granizo,0100111111100
comprender,0010010011010
verano,1010100101000
jardines,0101111000010
música,0111000010011
jilguero,0101111001111
cantar,0001101101101
llegado,0110001110010
entrado,0011111101111
agujero,0000011000101
pared,0111100101010
reir,1000111010111
escena,0100000101111
encantadorar,0011110001101
desaforado,0011000100111
salcedir,1001010010101
borde,0001011001011
solitaria,1001100111101
memoria,0110101100001
cuándo,0010110100010
caminar,0001101001111
apresuradamente,0000110001111
resguardo,1001000001010
interminable,0101110001101
carro,0001110011010
conducir,0010010110001
aterrador,0001000010100
acelerar,0000001001101
auto,0001000111010
teléfono,1001111100110
celular,0001111001110
esculcar,0100001010000
mojado,0110110111000
taxi,1001111010101
conductor,0010010110010
igual,0101100000100
alejar,0000011110101
entender,0011111011111
desconocido,0011001000101
salcedo,1001010010110
pánico,1000100010101
enterado,0011111100011
victima,1010101000101
accidente,0000001001010
carretero,0001110011001
funeral,0100110011011
rostro,1001001100111
foto,0100101101110
pantalla,0111100010010
espeluznante,0100001110010
máscar,0111000001010
humo,0101011101000
negro,0111000110101
imagen,0101100001100
zacaría,1010110001101
franco,0100101110101
larguirucho,0110000100001
huesudo,0101011011010
exactamente,0100011000101
857,0000000010010
pesar,0111111001000
cepillar,0001111010111
calir,0001100110101
cepillo,0001111011000
bambú,0001001110010
meticulosamente,0110101111011
pañuelo,0111101100110
terciopelo,1010000001000
excentricidad,0100011001110
calzoncillo,0001101000010
latir,0110000100110
esposar,0100010000111
angustiado,0000101000111
peinar,0111101111010
enterrar,0011111100111
fantasma,0100100010001
principal,1000010100011
mudar,0110111101011
rumor,1001001110101
6,0000000001111
8,0000000010001
esposo,0100010001000
sigu,1001100001010
espera,0100001110100
cariño,0001110001011
necesitar,0111000101110
hoy,0101011010010
comentar,0010001101000
maría,0110100110110
luisa,0110010110011
doctor,0011100001000
reyes,1001000110111
7,0000000010000
contratar,0010100000111
lujoso,0110010110101
restaurante,1001000011100
igualmente,0101100000111
pareja,0111100101100
aburrir,0000000111011
posible,1000001100101
televisión,1001111100101
solicitud,1001100111100
manta,0110100001011
estatua,0100010011010
payaso,0111101100011
esquina,0100010001110
estatuo,0100010011011
sensación,1001011100000
mover,0110111100101
lentamente,0110000111100
incómodo,0101101000001
terror,1010000010001
cavar,0001110111001
