word,binary
brujo,0001011101011
brusco,0001011101100
brutal,0001011101101
bruto,0001011101110
brís,0001011101111
buaaa,0001011110000
buaaaaa,0001011110001
bubuah,0001011110010
buen,0001011110011
buena,0001011110100
bueno,0001011110101
bufón,0001011110110
buitre,0001011110111
bulto,0001011111000
buque,0001011111001
burg,0001011111010
burl,0001011111011
burla,0001011111100
burlado,0001011111101
burlar,0001011111110
burlona,0001011111111
burló,0001100000000
burlón,0001100000001
burro,0001100000010
busca,0001100000011
buscado,0001100000100
buscapleito,0001100000101
buscar,0001100000110
buscarlo,0001100000111
buscatesoro,0001100001000
busco,0001100001001
buscándole,0001100001010
buscándolo,0001100001011
busquer,0001100001100
busqué,0001100001101
bárbara,0001100001110
bárbaro,0001100001111
búsqueda,0001100010000
cab,0001100010001
cabalgar,0001100010010
caballero,0001100010011
caballir,0001100010100
caballo,0001100010101
cabaña,0001100010110
cabecito,0001100010111
cabello,0001100011000
caber,0001100011001
cabeza,0001100011010
cabezar,0001100011011
cabezas,0001100011100
cabo,0001100011101
cabra,0001100011110
cabrar,0001100011111
cabrito,0001100100000
cabro,0001100100001
cacarear,0001100100010
cacareo,0001100100011
cacerola,0001100100100
cachorra,0001100100101
cachorrar,0001100100110
cada,0001100100111
cadena,0001100101000
caer,0001100101001
caja,0001100101010
cajo,0001100101011
calabaza,0001100101100
calavera,0001100101101
calderir,0001100101110
caldero,0001100101111
caldo,0001100110000
calentar,0001100110001
calidad,0001100110010
caliente,0001100110011
calientito,0001100110100
calir,0001100110101
call,0001100110110
calladito,0001100110111
callado,0001100111000
callar,0001100111001
calle,0001100111010
calma,0001100111011
calmar,0001100111100
calor,0001100111101
caluroso,0001100111110
calvo,0001100111111
calzada,0001101000000
calzado,0001101000001
calzoncillo,0001101000010
cama,0001101000011
cambiado,0001101000100
cambiar,0001101000101
cambiarlo,0001101000110
cambiaréis,0001101000111
cambiaría,0001101001000
cambio,0001101001001
cambiárselo,0001101001010
camello,0001101001011
camina,0001101001100
caminant,0001101001101
caminante,0001101001110
caminar,0001101001111
caminer,0001101010000
caminito,0001101010001
camino,0001101010010
camiseta,0001101010011
camitar,0001101010100
camión,0001101010101
camo,0001101010110
campanario,0001101010111
campar,0001101011000
campeona,0001101011001
campesino,0001101011010
campeón,0001101011011
campo,0001101011100
camín,0001101011101
canasta,0001101011110
canasto,0001101011111
canción,0001101100000
cangrejo,0001101100001
canguro,0001101100010
canico,0001101100011
cansada,0001101100100
cansado,0001101100101
cansancio,0001101100110
cansar,0001101100111
canta,0001101101000
cantaba,0001101101001
cantaban,0001101101010
cantando,0001101101011
cantante,0001101101100
cantar,0001101101101
cantaré,0001101101110
cantarín,0001101101111
cante,0001101110000
cantidad,0001101110001
canto,0001101110010
caníbal,0001101110011
capa,0001101110100
caparazón,0001101110101
capaz,0001101110110
caperucita,0001101110111
caperucito,0001101111000
capital,0001101111001
capitán,0001101111010
caprichoso,0001101111011
capturar,0001101111100
capturo,0001101111101
cara,0001101111110
carabás,0001101111111
caracol,0001110000000
caramelo,0001110000001
caravana,0001110000010
carcajada,0001110000011
carcajear,0001110000100
carecer,0001110000101
carecierar,0001110000110
carga,0001110000111
cargado,0001110001000
cargar,0001110001001
cargo,0001110001010
cariño,0001110001011
cariñosamente,0001110001100
carlos,0001110001101
carne,0001110001110
carniceer,0001110001111
carnicero,0001110010000
carnudo,0001110010001
carol,0001110010010
carpinterir,0001110010011
carpintero,0001110010100
carrera,0001110010101
carrero,0001110010110
carrete,0001110010111
carretera,0001110011000
carretero,0001110011001
carro,0001110011010
carta,0001110011011
cartel,0001110011100
cartón,0001110011101
carácter,0001110011110
casa,0001110011111
casado,0001110100000
casar,0001110100001
casaría,0001110100010
cascabel,0001110100011
cascarón,0001110100100
casi,0001110100101
casilla,0001110100110
casillas,0001110100111
casillo,0001110101000
casita,0001110101001
casito,0001110101010
caso,0001110101011
castigado,0001110101100
castigar,0001110101101
castigo,0001110101110
castigué,0001110101111
castillo,0001110110000
castor,0001110110001
casualidad,0001110110010
cataplás,0001110110011
cataplún,0001110110100
causa,0001110110101
causado,0001110110110
causar,0001110110111
cautivar,0001110111000
cavar,0001110111001
cavó,0001110111010
cayerar,0001110111011
cayo,0001110111100
caza,0001110111101
cazador,0001110111110
cazamalvado,0001110111111
cazar,0001111000000
caído,0001111000001
cañón,0001111000010
cebado,0001111000011
cebolla,0001111000100
ceja,0001111000101
celebración,0001111000110
celebrado,0001111000111
celebrar,0001111001000
celebrarer,0001111001001
celebrir,0001111001010
celebrándolo,0001111001011
celeste,0001111001100
celestial,0001111001101
celular,0001111001110
cementerio,0001111001111
cena,0001111010000
cenar,0001111010001
cenicienta,0001111010010
ceniciento,0001111010011
ceniza,0001111010100
centavo,0001111010101
centro,0001111010110
cepillar,0001111010111
cepillo,0001111011000
cera,0001111011001
cerca,0001111011010
cercanir,0001111011011
cercano,0001111011100
cerdita,0001111011101
cerdito,0001111011110
cerdo,0001111011111
cerebro,0001111100000
ceremonia,0001111100001
cero,0001111100010
cerrado,0001111100011
cerrar,0001111100100
cerrojo,0001111100101
certero,0001111100110
cervatillo,0001111100111
cerámico,0001111101000
cesar,0001111101001
ceño,0001111101010
champiñón,0001111101011
chapman,0001111101100
chapmar,0001111101101
charla,0001111101110
charlar,0001111101111
chatarra,0001111110000
chica,0001111110001
chicar,0001111110010
chico,0001111110011
chiflado,0001111110100
chilla,0001111110101
chillar,0001111110110
chillido,0001111110111
chimenea,0001111111000
china,0001111111001
chinch,0001111111010
chino,0001111111011
chiquitito,0001111111100
chirriar,0001111111101
chirrido,0001111111110
chistoso,0001111111111
chocolate,0010000000000
chorrear,0010000000001
chorro,0010000000010
chozar,0010000000011
chueca,0010000000100
chuli,0010000000101
cicatriz,0010000000110
cielir,0010000000111
cielo,0010000001000
cien,0010000001001
ciencia,0010000001010
ciento,0010000001011
científico,0010000001100
cierto,0010000001101
cigarra,0010000001110
cigarrillo,0010000001111
cigueña,0010000010000
cigüeña,0010000010001
cigüeño,0010000010010
cima,0010000010011
cimar,0010000010100
cimir,0010000010101
cinco,0010000010110
cinta,0010000010111
cintar,0010000011000
cintura,0010000011001
cinturita,0010000011010
circunstancia,0010000011011
ciruela,0010000011100
cirujano,0010000011101
cisn,0010000011110
cisne,0010000011111
citar,0010000100000
ciudad,0010000100001
clamor,0010000100010
claramente,0010000100011
claridad,0010000100100
claro,0010000100101
clase,0010000100110
claudio,0010000100111
claus,0010000101000
clavarla,0010000101001
cliente,0010000101010
club,0010000101011
cobrar,0010000101100
coche,0010000101101
cochero,0010000101110
cocina,0010000101111
cocinada,0010000110000
cocinar,0010000110001
cocinera,0010000110010
cocinero,0010000110011
cocineros,0010000110100
coco,0010000110101
cocodrilo,0010000110110
cocín,0010000110111
codicia,0010000111000
codicioso,0010000111001
codiciós,0010000111010
codo,0010000111011
cofre,0010000111100
coger,0010000111101
cogeremos,0010000111110
cohet,0010000111111
cohete,0010001000000
coincidencia,0010001000001
coincidir,0010001000010
cojo,0010001000011
cola,0010001000100
colar,0010001000101
colchón,0010001000110
colección,0010001000111
colectar,0010001001000
colegio,0010001001001
colegiorespondeír,0010001001010
colgado,0010001001011
colgar,0010001001100
colina,0010001001101
colita,0010001001110
collar,0010001001111
colmar,0010001010000
colmo,0010001010001
colocado,0010001010010
colocar,0010001010011
colocarlo,0010001010100
coloquen,0010001010101
color,0010001010110
colorado,0010001010111
colorear,0010001011000
colorida,0010001011001
colorín,0010001011010
columpiar,0010001011011
columpio,0010001011100
colín,0010001011101
comadreja,0010001011110
comadrejo,0010001011111
coman,0010001100000
comandante,0010001100001
comandar,0010001100010
comar,0010001100011
combate,0010001100100
come,0010001100101
comedor,0010001100110
comeeeer,0010001100111
comentar,0010001101000
comentario,0010001101001
comenzar,0010001101010
comenzarla,0010001101011
comer,0010001101100
comerciant,0010001101101
comerciante,0010001101110
comerciar,0010001101111
comermeeeee,0010001110000
comerte,0010001110001
comeré,0010001110010
comes,0010001110011
cometer,0010001110100
comida,0010001110101
comidar,0010001110110
comido,0010001110111
comienzo,0010001111000
comodidad,0010001111001
comodón,0010001111010
compadecido,0010001111011
compar,0010001111100
comparación,0010001111101
comparar,0010001111110
compartir,0010001111111
compartirer,0010010000000
compañera,0010010000001
compañero,0010010000010
compañía,0010010000011
compañío,0010010000100
competencia,0010010000101
competición,0010010000110
competir,0010010000111
complacer,0010010001000
complacerás,0010010001001
complacido,0010010001010
complejo,0010010001011
completamente,0010010001100
completar,0010010001101
completo,0010010001110
complicación,0010010001111
componer,0010010010000
comportamiento,0010010010001
comportar,0010010010010
comporte,0010010010011
compota,0010010010100
comprado,0010010010101
comprar,0010010010110
comprarer,0010010010111
compraré,0010010011000
compraría,0010010011001
comprender,0010010011010
comprobar,0010010011011
compró,0010010011100
comunicación,0010010011101
comunicar,0010010011110
comunidad,0010010011111
comérselo,0010010100000
comí,0010010100001
común,0010010100010
conceder,0010010100011
concederé,0010010100100
concejal,0010010100101
concejo,0010010100110
concentrar,0010010100111
conciencia,0010010101000
concierto,0010010101001
conciliar,0010010101010
concluir,0010010101011
conclusión,0010010101100
concursant,0010010101101
concurso,0010010101110
condenado,0010010101111
condición,0010010110000
conducir,0010010110001
conductor,0010010110010
conejita,0010010110011
conejitar,0010010110100
conejito,0010010110101
conejo,0010010110110
confesar,0010010110111
confiado,0010010111000
confianza,0010010111001
confianzo,0010010111010
confiar,0010010111011
confieso,0010010111100
confirmar,0010010111101
conformartir,0010010111110
confunden,0010010111111
confundido,0010011000000
confundiéndolo,0010011000001
congela,0010011000010
congelación,0010011000011
congelado,0010011000100
conjuro,0010011000101
conmover,0010011000110
conmovido,0010011000111
conocer,0010011001000
conocerla,0010011001001
conocerno,0010011001010
conocido,0010011001011
conocimiento,0010011001100
conocí,0010011001101
conoz,0010011001110
consecuencia,0010011001111
consegu,0010011010000
conseguido,0010011010001
conseguir,0010011010010
consejera,0010011010011
consejero,0010011010100
consejeros,0010011010101
consejo,0010011010110
conservar,0010011010111
considerar,0010011011000
consigo,0010011011001
consistir,0010011011010
consola,0010011011011
consolar,0010011011100
consolo,0010011011101
constancia,0010011011110
constantemente,0010011011111
consternación,0010011100000
consternado,0010011100001
construcción,0010011100010
construido,0010011100011
construir,0010011100100
construiremos,0010011100101
consuelo,0010011100110
consulta,0010011100111
consultemo,0010011101000
contacto,0010011101001
contado,0010011101010
contagiado,0010011101011
contagiarl,0010011101100
contar,0010011101101
contarar,0010011101110
contemplar,0010011101111
contendientes,0010011110000
contener,0010011110001
contentar,0010011110010
contento,0010011110011
contentísimo,0010011110100
contestar,0010011110101
contigo,0010011110110
contigorespondeír,0010011110111
contiguir,0010011111000
continente,0010011111001
continuación,0010011111010
continuar,0010011111011
continuo,0010011111100
continúar,0010011111101
contrabandista,0010011111110
contradijera,0010011111111
contramaestre,0010100000000
contrariado,0010100000001
contrariedad,0010100000010
contrario,0010100000011
contrastar,0010100000100
contratad,0010100000101
contratado,0010100000110
contratar,0010100000111
contrater,0010100001000
contribuir,0010100001001
control,0010100001010
controlar,0010100001011
controlo,0010100001100
contárselo,0010100001101
convencer,0010100001110
convencido,0010100001111
conversación,0010100010000
conversar,0010100010001
conversemos,0010100010010
convertido,0010100010011
convertir,0010100010100
convertiremo,0010100010101
convertirir,0010100010110
convertirás,0010100010111
convicción,0010100011000
convierta,0010100011001
convierto,0010100011010
convincente,0010100011011
convirtiéndolo,0010100011100
convocar,0010100011101
cony,0010100011110
copa,0010100011111
copete,0010100100000
copetir,0010100100001
copiar,0010100100010
copo,0010100100011
corazoncito,0010100100100
corazón,0010100100101
cordón,0010100100110
corer,0010100100111
corneta,0010100101000
coro,0010100101001
corral,0010100101010
correctamente,0010100101011
correcto,0010100101100
correr,0010100101101
correspondiente,0010100101110
corriente,0010100101111
corro,0010100110000
corta,0010100110001
cortado,0010100110010
cortar,0010100110011
corte,0010100110100
corteza,0010100110101
corto,0010100110110
cortésmente,0010100110111
corón,0010100111000
cosa,0010100111001
cosecha,0010100111010
cosechale,0010100111011
cosechar,0010100111100
cosecho,0010100111101
coser,0010100111110
coserla,0010100111111
cosquilla,0010101000000
costa,0010101000001
costar,0010101000010
costoso,0010101000011
costosísima,0010101000100
costumbre,0010101000101
creación,0010101000110
creado,0010101000111
crear,0010101001000
crearer,0010101001001
crecer,0010101001010
