lambda_gram,embedding
manera desafiante viaje continúar,0101110000010001010011001011111111000100011010000011
desafiante viaje continúar aunque,0010100110010111111110001000110100000110001100100100
viaje continúar aunque surcar,1111111100010001101000001100011001001001101001010111
continúar aunque surcar mar,0011010000011000110010010011010010101110101110010101
aunque surcar mar fin,0001100100100110100101011101011100101010110111100111
surcar mar fin tiempo,1101001010111010111001010101101111001111111000011101
después inesperado respuesta mismo,0010111000000011101110111111011000101110101101110100
inesperado respuesta mismo marinero,0111011101111110110001011101011011101000101110111110
respuesta mismo marinero rebelar,1101100010111010110111010001011101111101100101000001
mismo marinero rebelar capitán,0101101110100010111011111011001010000010001011000111
marinero rebelar capitán rayar,0101110111110110010100000100010110001111100111001011
rebelar capitán rayar locura,1100101000001000101100011111001110010110101011110011
capitán rayar locura amenazar,0001011000111110011100101101010111100110000110111110
rayar locura amenazar tirar,1100111001011010101111001100001101111101111000111101
locura amenazar tirar borda,0101011110011000011011111011110001111010001110101101
amenazar tirar borda contradijera,0000110111110111100011110100011101011010011010000000
tirar borda contradijera palabra,1111000111101000111010110100110100000000100110000001
alarmado hombre arrodillar comenzar,0000010110001011111110011000001001010100011001011111
hombre arrodillar comenzar rezar,0111111100110000010010101000110010111111101100100100
arrodillar comenzar rezar embarcación,0000100101010001100101111111011001001000010011011110
comenzar rezar embarcación punto,0011001011111110110010010000100110111101100110001010
rezar embarcación punto zozobrar,1101100100100001001101111011001100010101111101110010
repente firmamento partir dos,1100100001110011011110101101000101001110010010010011
firmamento partir dos surgir,0110111101011010001010011100100100100111101001010010
partir dos surgir luz,0100010100111001001001001111010010100100101011100111
dos surgir luz divino,0010010010011110100101001001010111001110010110000000
surgir luz divino iluminar,1101001010010010101110011100101100000000111010001100
luz divino iluminar mar,0101011100111001011000000001110100011000101110010101
luz descender figura celestial,0101011100111001010010000001101101000110001000101011
descender figura celestial enfrentar,0010100100000011011010001100010001010110010001100101
figura celestial enfrentar capitán,0110110100011000100010101100100011001010001011000111
celestial enfrentar capitán decir,0001000101011001000110010100010110001110011100111011
enfrentar capitán decir él,0010001100101000101100011100111001110111111101111000
capitán decir él pón,0001011000111001110011101111111011110001100110010010
decir él pón ambición,0011100111011111110111100011001100100100000110110101
él pón ambición sufrimiento,1111101111000110011001001000001101101011101011000001
pón ambición sufrimiento ajeno,1100110010010000011011010111010110000010000010111100
ambición sufrimiento ajeno ahora,0000110110101110101100000100000101111000000010101111
sufrimiento ajeno ahora adelante,1101011000001000001011110000000101011110000001000011
ajeno ahora adelante condenado,0000010111100000001010111100000010000110011011111000
ahora adelante condenado recorrer,0000010101111000000100001100110111110001100101110111
adelante condenado recorrer océano,0000001000011001101111100011001011101110100111001101
condenado recorrer océano eternamente,0011011111000110010111011101001110011010110011100111
recorrer océano eternamente tormenta,1100101110111010011100110101100111001111111001111101
océano eternamente tormenta tempestad,0100111001101011001110011111110011111011101000001010
hoy solo podrás comer,0111110111011110101110001111000001001110011001011010
solo podrás comer hierro,1101011100011110000010011100110010110100111111110001
podrás comer hierro rojo,1100000100111001100101101001111111100011101101110111
comer hierro rojo vivo,0011001011010011111111000111011011101111111111011000
hierro rojo vivo beber,0111111110001110110111011111111110110000001111011110
rojo vivo beber hiel,1101101110111111111101100000011110111100111111010001
acto seguido figura celestial,0000001011000110111010111001101101000110001000101011
seguido figura celestial desaparecer,1101110101110011011010001100010001010110010100111011
figura celestial desaparecer llevar,0110110100011000100010101100101001110110101011000111
celestial desaparecer llevar él,0001000101011001010011101101010110001111111101111000
desaparecer llevar él todo,0010100111011010101100011111111011110001111000100000
llevar él todo tripulación,0101011000111111110111100011110001000001111011010000
así capitán hendrik ir,0000100000110000101100011101111110001100111001111111
capitán hendrik ir der,0001011000111011111100011001110011111110010100011100
ir der decken buque,0111001111111001010001110000111001111110001110000101
der decken buque conocido,0010100011100001110011111100011100001010011010101110
decken buque conocido holandés,0011100111111000111000010100110101011100111111100101
conocido holandés errante convertido,0011010101110011111110010101100000100110011110011010
holandés errante convertido fantasma,0111111100101011000001001100111100110100110110011001
errante convertido fantasma condenado,0110000010011001111001101001101100110010011011111000
convertido fantasma condenado vagar,0011110011010011011001100100110111110001111010010010
fantasma condenado vagar rumbo,0110110011001001101111100011110100100101101101001110
condenado vagar rumbo mar,0011011111000111101001001011011010011100101110010101
vagar rumbo mar fin,1111010010010110110100111001011100101010110111100111
rumbo mar fin tiempo,1101101001110010111001010101101111001111111000011101
don melquíades anciano tacaño,0010010011101010111111000100001101000011101001101111
melquíades anciano tacaño corazón,0101111110001000011010000111010011011110011110110111
anciano tacaño corazón endurecido,0000110100001110100110111100111101101110010001111111
aunque tres hija desvivir,0001100100100111101101010101111111101110010111001110
tres hija desvivir colmar,1111011010101011111111011100101110011100011001111000
hija desvivir colmar atención,0111111110111001011100111000110011110000001100001011
desvivir colmar atención único,0010111001110001100111100000011000010111111101100011
colmar atención único felicidad,0011001111000000110000101111111011000110110110110010
atención único felicidad provenir,0001100001011111110110001101101101100101100010010000
único felicidad provenir contar,1111101100011011011011001011000100100000011010011011
felicidad provenir contar diez,0110110110010110001001000000110100110110010111101111
provenir contar diez moneda,1100010010000001101001101100101111011110101100100111
contar diez moneda oro,0011010011011001011110111101011001001110100110111000
diez moneda oro ahorrado,0010111101111010110010011101001101110000000010101010
así sentir acercar fin,0000100000110110111001010000000011110110110111100111
sentir acercar fin día,1101110010100000000111101101101111001110010011100000
acercar fin día sentar,0000001111011011011110011100100111000001101110010110
fin día sentar silla,0110111100111001001110000011011100101101101010011001
día sentar silla mecedoro,0010011100000110111001011011010100110010101111100101
sentar silla mecedoro llamar,1101110010110110101001100101011111001010101001011100
silla mecedoro llamar hija,1101010011001010111110010101010010111000111111110111
mecedoro llamar hija hacer,0101111100101010100101110001111111101110111101111110
llamar hija hacer él,0101001011100011111111011101111011111101111101111000
hija hacer él prometer,0111111110111011110111111011111011110001100010101101
hacer él prometer enterrarir,0111101111110111110111100011000101011010010000011100
él prometer enterrarir preciado,1111101111000110001010110100100000111001100001011110
prometer enterrarir preciado moneda,1100010101101001000001110011000010111100101100100111
poco día anciano fallecer,1100000101001001001110000000001101000010110110000001
día anciano fallecer hija,0010011100000000011010000101101100000010111111110111
anciano fallecer hija cumplir,0000110100001011011000000101111111101110011101011100
fallecer hija cumplir último,0110110000001011111111011100111010111001111101100110
hija cumplir último voluntad,0111111110111001110101110011111011001101111111000100
embargo cabo mes hija,0010011011010000101001001101011110011000111111110111
cabo mes hija descubrir,0001010010011010111100110001111111101110010101101001
mes hija descubrir padre,0101111001100011111111011100101011010010100110001000
hija descubrir padre mucho,0111111110111001010110100101001100010000101100011100
descubrir padre mucho deuda,0010101101001010011000100001011000111000010111011101
padre mucho deuda poder,0100110001000010110001110000101110111011100000101111
mucho deuda poder saldar,0101100011100001011101110111000001011111101111010101
deuda poder saldar ganar,0010111011101110000010111111011110101010110101101111
poder saldar ganar trabajar,1100000101111110111101010101101011011111111001011001
decir esmeralda hija mayor,0011100111011011000111001001111111101110101110100001
esmeralda hija mayor hermana,0110001110010011111111011101011101000010111111001110
padre yacer oro deuda,0100110001000111110100110101001101110000010111011101
noche ir cementerio desenterrar,0100101101011011100111111100010001010000010101110111
ir cementerio desenterrar moneda,0111001111111000100010100000101011101110101100100111
pagar deuda viviremos tranqui,0100110001011001011101110111111110110111111001000011
deuda viviremos tranqui él,0010111011101111111101101111110010000111111101111000
joven dirigir cementerio pala,0111000111101001011011101000010001010000100110000011
dirigir cementerio pala mano,0010110111010000100010100001001100000110101110001100
cementerio pala mano regresar,0001000101000010011000001101011100011001100100111001
pala mano regresar casa,0100110000011010111000110011001001110010001001010000
mano regresar casa moneda,0101110001100110010011100100010010100000101100100111
hermana cenar feliz acostar,0111111001110000100011100101101101101000000001011111
cenar feliz acostar dormir,0001000111001011011011010000000010111110010010010111
llegar medio noche escuchar,0101001001010010111110100001001011010110110001101111
medio noche escuchar golpe,0101111101000010010110101101100011011110110100010101
noche escuchar golpe puerta,0100101101011011000110111101101000101011100010001100
escuchar golpe puerta voz,0110001101111011010001010111000100011001111111000000
golpe puerta voz allá,0110100010101110001000110011111110000000000110000100
puerta voz allá decir,1100010001100111111100000000001100001000011100111011
voz allá decir esmeralda,1111111000000000011000010000111001110110110001110010
allá decir esmeralda esmeralda,0000110000100001110011101101100011100100110001110010
decir esmeralda esmeralda promesa,0011100111011011000111001001100011100101100010100111
esmeralda esmeralda promesa dado,0110001110010011000111001011000101001110011101101010
esmeralda promesa dado espalda,0110001110010110001010011100111011010100110001010010
esmeralda miró ventana ver,0110001110010010110111001011111100100011111110110101
miró ventana ver padre,0101101110010111111001000111111101101010100110001000
ventana ver padre don,1111110010001111111011010101001100010000010010011101
ver padre don melquíades,1111110110101010011000100000100100111010101111110001
padre don melquíades faltar,0100110001000001001001110101011111100010110110000100
don melquíades faltar orejar,0010010011101010111111000101101100001000100110100010
melquíades faltar orejar tres,0101111110001011011000010001001101000101111011010101
faltar orejar tres dedo,0110110000100010011010001011110110101010011100010000
orejar tres dedo mano,0100110100010111101101010100111000100000101110001100
preso miedo joven entreabrir,1100011011001010110100010101110001111010010000001010
miedo joven entreabrir puerto,0101101000101011100011110100100000010101100010000100
joven entreabrir puerto tirar,0111000111101001000000101011000100001001111000111101
entreabrir puerto tirar moneda,0010000001010110001000010011110001111010101100100111
pasar poco mes deuda,0100010100001110000010100101011110011000010111011101
poco mes deuda continuar,1100000101001010111100110000101110111010011010000110
mes deuda continuar apelar,0101111001100001011101110100110100001100000111011110
deuda continuar apelar él,0010111011101001101000011000001110111101111101111000
continuar apelar él hermana,0011010000110000011101111011111011110000111111001110
apelar él hermana desesperado,0000111011110111110111100001111110011100010101110001
llevar lavar ropa limpiar,0101011000111010100011111111011010100010101001110001
lavar ropa limpiar casa,0101000111111110110101000101010011100010001001010000
ropa limpiar casa ajeno,1101101010001010100111000100010010100000000010111100
limpiar casa ajeno disfrutar,0101001110001000100101000000000101111000010110010011
casa ajeno disfrutar centavo,0001001010000000001011110000101100100110001000111111
ajeno disfrutar centavo trabajo,0000010111100001011001001100010001111111111001011000
disfrutar centavo trabajo mientras,0010110010011000100011111111110010110000101101001111
centavo trabajo mientras padre,0001000111111111100101100001011010011110100110001000
trabajo mientras padre descanso,1111001011000010110100111101001100010000010100100111
mientras padre descanso tesoro,0101101001111010011000100000101001001111111000011010
padre descanso tesoro ataúd,0100110001000001010010011111110000110100001100001110
cementerio desenterrar moneda decir,0001000101000001010111011101011001001110011100111011
desenterrar moneda decir gema,0010101110111010110010011100111001110110110100100011
moneda decir gema hermán,0101100100111001110011101101101001000110111111011101
decir gema hermán medio,0011100111011011010010001101111110111010101111101000
noche escuchar golpe puerto,0100101101011011000110111101101000101011100010000100
escuchar golpe puerto voz,0110001101111011010001010111000100001001111111000000
golpe puerto voz espectral,0110100010101110001000010011111110000000110001011001
puerto voz espectral decir,1100010000100111111100000001100010110010011100111011
voz espectral decir gema,1111111000000011000101100100111001110110110100100011
espectral decir gema gema,0110001011001001110011101101101001000110110100100011
decir gema gema queda,0011100111011011010010001101101001000111100110110001
gema gema queda ver,0110100100011011010010001111001101100011111110110101
gema queda ver ninguno,0110100100011110011011000111111101101010100101100111
queda ver ninguno problema,1100110110001111111011010101001011001111100011101001
gema miró ventana ver,0110100100011010110111001011111100100011111110110101
don melquíades faltar dos,0010010011101010111111000101101100001000010010010011
melquíades faltar dos oreja,0101111110001011011000010000100100100110100110100011
faltar dos oreja cuatro,0110110000100001001001001101001101000110011111001011
dos oreja cuatro dedo,0010010010011010011010001100111110010110011100010000
oreja cuatro dedo mano,0100110100011001111100101100111000100000101110001100
cuatro dedo mano derecho,0011111001011001110001000001011100011000010100010100
dedo mano derecho pie,0011100010000010111000110000101000101000100000110110
mano derecho pie izquierdo,0101110001100001010001010001000001101100111001101111
horrorizado aturdido joven entreabrir,0111110101001000110011100001110001111010010000001010
aturdido joven entreabrir puerto,0001100111000011100011110100100000010101100010000100
año pobre hermana vivir,0001101010110110000011101001111110011101111111011010
pobre hermana vivir sumida,1100000111010011111100111011111110110101101001000101
hermana vivir sumida deuda,0111111001110111111101101011010010001010010111011101
vivir sumida deuda trabajar,1111111011010110100100010100101110111011111001011001
sumida deuda trabajar sol,1101001000101001011101110111110010110011101010100100
deuda trabajar sol sol,0010111011101111100101100111010101001001101010100100
trabajar sol sol saldar,1111001011001110101010010011010101001001101111010101
sol sol saldar él,1101010100100110101010010011011110101011111101111000
pedro pablo pérez páramo,0100011001001010011001011111001100101001100110011101
pablo pérez páramo trabajar,0100110010111110011001010011001100111011111001011001
pérez páramo trabajar sol,1100110010100110011001110111110010110011101010100100
páramo trabajar sol sol,1100110011101111100101100111010101001001101010100100
trabajar sol sol 87,1111001011001110101010010011010101001000000000011010
sol sol 87 año,1101010100100110101010010000000000110100001101010110
sol 87 año medio,1101010100100000000001101000011010101100101111101000
87 año medio cerrar,0000000011010000110101011001011111010000001000010110
año medio cerrar ojo,0001101010110010111110100000010000101100100111010010
medio cerrar ojo siempre,0101111101000000100001011001001110100101101010000000
generosidad hacer evidente velorio,0110100101100011110111111001100101000001111110001101
hacer evidente velorio acudir,0111101111110011001010000011111100011010000001001111
evidente velorio acudir 2875,0110010100000111111000110100000010011110000000000100
velorio acudir 2875 persona,1111110001101000000100111100000000001000100001100011
llorar sollozar mientras recordar,0101011011001110101110000001011010011111100101110110
sollozar mientras recordar acto,1101011100000010110100111111001011101100000001011000
mientras recordar acto bondad,0101101001111110010111011000000010110000001110100101
recordar acto bondad anciano,1100101110110000000101100000011101001010000110100001
acto bondad anciano difuntir,0000001011000000111010010100001101000010010111100010
bondad anciano difuntir pedro,0001110100101000011010000100101111000100100011001001
anciano difuntir pedro pablo,0000110100001001011110001001000110010010100110010111
difuntir pedro pablo pérez,0010111100010010001100100101001100101111100110010100
pablo pérez páramo arreglar,0100110010111110011001010011001100111010000100100111
pérez páramo arreglar tejado,1100110010100110011001110100001001001111101000110111
páramo arreglar tejado cobrar,1100110011101000010010011111010001101110011000111010
arreglar tejado cobrar solo,0000100100111110100011011100110001110101101011100011
tejado cobrar solo centavo,1101000110111001100011101011010111000110001000111111
cobrar solo centavo decir,0011000111010110101110001100010001111110011100111011
solo centavo decir doña,1101011100011000100011111100111001110110010010110000
centavo decir doña melba,0001000111111001110011101100100101100000101111111100
decir doña melba voz,0011100111011001001011000001011111111001111111000000
doña melba voz entrecortado,0010010110000010111111110011111110000000010000001110
pablo pérez páramo visitar,0100110010111110011001010011001100111011111111010010
pérez páramo visitar hospital,1100110010100110011001110111111110100100111110111000
páramo visitar hospital sacar,1100110011101111111101001001111101110001101111001001
visitar hospital sacar amígdala,1111111010010011111011100011011110010010000110100101
hospital sacar amígdala decir,0111110111000110111100100100001101001010011100111011
sacar amígdala decir silverio,1101111001001000011010010100111001110111101010011010
amígdala decir silverio carnicero,0000110100101001110011101111010100110100001001011000
decir silverio carnicero pueblo,0011100111011110101001101000010010110001100010001011
pablo pérez páramo encontrar,0100110010111110011001010011001100111010010001110011
pérez páramo encontrar gato,1100110010100110011001110100100011100110110100100000
páramo encontrar gato perdido,1100110011101001000111001101101001000000100001010000
encontrar gato perdido decir,0010001110011011010010000001000010100000011100111011
gato perdido decir juanito,0110100100000010000101000000111001110110111000110010
perdido decir juanito lanzar,0100001010000001110011101101110001100100101000010111
decir juanito lanzar chillido,0011100111011011100011001001010000101110001000001100
juanito lanzar chillido tanto,0111000110010010100001011100010000011001101000100100
lanzar chillido tanto agudo,0101000010111000100000110011010001001000000010100011
chillido tanto agudo escuchado,0001000001100110100010010000000101000110110001101101
tanto agudo escuchado pueblo,1101000100100000001010001101100011011011100010001011
agudo escuchado pueblo vecino,0000010100011011000110110111000100010111111110000011
pablo pérez páramo ayudar,0100110010111110011001010011001100111010001101111010
pérez páramo ayudar conseguir,1100110010100110011001110100011011110100011010111011
páramo ayudar conseguir trabajo,1100110011101000110111101000110101110111111001011000
ayudar conseguir trabajo novio,0001101111010001101011101111110010110000100101010001
conseguir trabajo novio decir,0011010111011111100101100001001010100010011100111011
trabajo novio decir filiberto,1111001011000010010101000100111001110110110111100110
novio decir filiberto panadero,0100101010001001110011101101101111001100100010001011
decir filiberto panadero mientras,0011100111011011011110011001000100010110101101001111
filiberto panadero mientras tocar,0110111100110010001000101101011010011111111000100111
panadero mientras tocar corazón,0100010001011010110100111111110001001110011110110111
pablo pérez páramo pedro,0100110010111110011001010011001100111010100011001001
pérez páramo pedro pablo,1100110010100110011001110101000110010010100110010111
páramo pedro pablo pérez,1100110011101010001100100101001100101111100110010100
pablo pérez páramo aquel,0100110010111110011001010011001100111010000101010011
historia compartir lágrima sollozo,0111111101000001100100000001010111001101101011100001
embargo llorar musitar palabra,0010011011010010101101100101001000000000100110000001
llorar musitar palabra solo,0101011011001010010000000001001100000011101011100011
musitar palabra solo quedar,0100100000000010011000000111010111000111100110110010
palabra solo quedar esquina,0100110000001110101110001111001101100100110011001001
solo quedar esquina contemplar,1101011100011110011011001001100110010010011010011000
quedar esquina contemplar féretro,1100110110010011001100100100110100110000110101110101
acudient conocer embargo nadie,0000001001110001101010110000100110110100100100010010
conocer embargo nadie conocer,0011010101100001001101101001001000100100011010101100
embargo nadie conocer hombre,0010011011010010010001001000110101011000111111100110
nadie conocer hombre llorar,0100100010010001101010110001111111001100101011011001
hombre dos brazo dos,0111111100110001001001001100011101101000010010010011
dos brazo dos pierna,0010010010011000111011010000100100100110100000010011
brazo dos pierna vestir,0001110110100001001001001101000000100111111110100110
dos pierna vestir ropa,0010010010011010000001001111111101001101101101010001
pierna vestir ropa corriente,0100000010011111111010011011011010100010011110111000
vestir ropa corriente hacer,1111110100110110110101000100111101110000111101111110
ropa corriente hacer dudar,1101101010001001111011100001111011111100010010110111
corriente hacer dudar naturaleza,0011110111000011110111111000100101101110100100110111
hacer dudar naturaleza humano,0111101111110001001011011101001001101110111110110000
mañana siguiente enterrar pedro,0101111100010110101000111000100000101000100011001001
siguiente enterrar pedro pablo,1101010001110001000001010001000110010010100110010111
enterrar pedro pablo pérez,0010000010100010001100100101001100101111100110010100
medio ceremonia doña melba,0101111101000000100001000100100101100000101111111100
ceremonia doña melba poder,0001000010001001001011000001011111111001100000101111
doña melba poder resistir,0010010110000010111111110011000001011111101100001001
melba poder resistir curiosidad,0101111111100110000010111111011000010010011101010011
poder resistir curiosidad acercar,1100000101111110110000100100111010100110000001111011
resistir curiosidad acercar hombre,1101100001001001110101001100000011110110111111100110
curiosidad acercar hombre desconocido,0011101010011000000111101101111111001100010101100111
acercar hombre desconocido preguntar,0000001111011011111110011000101011001111100001001100
hombre desconocido preguntar usted,0111111100110001010110011111000010011001111010111010
desconocido preguntar usted pariente,0010101100111110000100110011110101110100100010101001
preguntar usted pariente amigo,1100001001100111101011101001000101010010000110111001
usted pariente amigo difunto,1111010111010010001010100100001101110010010111100011
nota querer extraño muchísimo,0100101110010110011010100101100100001000101100011101
nunca conocí conocer hacer,0100101011101001101010101100110101011000111101111110
conocí conocer hacer bueno,0011010101011001101010110001111011111100001110001111
conocer hacer bueno responder,0011010101100011110111111000011100011111101100010100
hacer bueno responder hombre,0111101111110000111000111111011000101000111111100110
bueno responder hombre voz,0001110001111110110001010001111111001101111111000000
responder hombre voz etérea,1101100010100011111110011011111110000000110011100010
doña melba alejar confundido,0010010110000010111111110000000100011110011010100000
melba alejar confundido quitar,0101111111100000001000111100110101000001100111100000
alejar confundido quitar ojo,0000010001111001101010000011001111000000100111010010
confundido quitar ojo quedar,0011010100000110011110000001001110100101100110110010
quitar ojo quedar ceremonia,1100111100000010011101001011001101100100001000010001
entonces hombre agachar rascar,0010000011010011111110011000000111111001100111110011
hombre agachar rascar él,0111111100110000001111110011001111100111111101111000
agachar rascar él pantorrilla,0000011111100110011111001111111011110000100010011100
doña melba notar claramente,0010010110000010111111110001001011100110011000110010
melba notar claramente pie,0101111111100010010111001100110001100100100000110110
notar claramente pie sino,0100101110011001100011001001000001101101101010010001
claramente pie sino pata,0011000110010010000011011011010100100010100011111001
pie sino pata gallo,0100000110110110101001000101000111110010110101101000
bien saber don pedro,0001111111111110111100001100100100111010100011001001
saber don pedro pablo,1101111000011001001001110101000110010010100110010111
don pedro pablo pérez,0010010011101010001100100101001100101111100110010100
pablo pérez páramo todo,0100110010111110011001010011001100111011111000100000
pérez páramo todo noche,1100110010100110011001110111110001000000100101101011
páramo todo noche prender,1100110011101111100010000001001011010111100001000010
todo noche prender veladoro,1111000100000010010110101111000010000101111110000100
noche prender veladoro ser,0100101101011110000100001011111100001001101110011011
prender veladoro ser perdido,1100001000010111111000010011011100110110100001010000
veladoro ser perdido mundo,1111110000100110111001101101000010100000101100001101
creer ser perdido fantasma,0011111101001110111001101101000010100000110110011001
ser perdido fantasma solo,1101110011011010000101000001101100110011101011100011
perdido fantasma solo deambular,0100001010000011011001100111010111000110011101100001
fantasma solo deambular errante,0110110011001110101110001100111011000010110000010011
solo deambular errante mundo,1101011100011001110110000101100000100110101100001101
deambular errante mundo patar,0011101100001011000001001101011000011010100011111100
errante mundo patar gallo,0110000010011010110000110101000111111000110101101000
pequeño juan malo fortuna,0100001010111011100011011001010100010010110111011010
juan malo fortuna ser,0111000110110010101000100101101110110101101110011011
malo fortuna ser sonámbulo,0101010001001011011101101011011100110111101011111011
menudo madre encontrar merodear,0101111011010010101011100100100011100110101111001101
madre encontrar merodear alto,0101010111001001000111001101011110011010000110011110
encontrar merodear alto hora,0010001110011010111100110100001100111100111110100011
merodear alto hora noche,0101111001101000011001111001111101000110100101101011
alto hora noche frente,0000110011110011111010001101001011010110110111000010
hora noche frente casa,0111110100011010010110101101101110000100001001010000
noche frente casa mirada,0100101101011011011100001000010010100000101101010000
frente casa mirada perdido,0110111000010000100101000001011010100000100001010000
casa mirada perdido oscuridad,0001001010000010110101000001000010100000100110111111
embargo noche diferente madre,0010011011010010010110101100101111001000101010111001
noche diferente madre dormir,0100101101011001011110010001010101110010010010010111
diferente madre dormir profundamente,0010111100100010101011100100100100101111100011100001
madre dormir profundamente escuchar,0101010111001001001001011111000111000010110001101111
dormir profundamente escuchar salir,0010010010111110001110000101100011011111101111110011
profundamente escuchar salir casa,1100011100001011000110111111011111100110001001010000
juan caminar prís pausar,0111000110110000101110100011000100111010100011010000
caminar prís pausar cada,0001011101000110001001110101000110100000001010110100
prís pausar cada paso,1100010011101010001101000000010101101000100011100110
pausar cada paso alejar,0100011010000000101011010001000111001100000010001111
cada paso alejar seguridad,0001010110100010001110011000000100011111101110101000
paso alejar seguridad hogar,0100011100110000001000111111011101010000111111101111
calle hacer cada vez,0001010100111011110111111000010101101001111110100000
hacer cada vez extraño,0111101111110000101011010011111101000000110010000100
cada vez extraño barrio,0001010110100111111010000001100100001000001111000111
vez extraño barrio encontrar,1111110100000011001000010000011110001110010001110011
extraño barrio encontrar familiar,0110010000100000111100011100100011100110110110001111
doblar esquina juan encontrar,0010010000010011001100100101110001101100010001110011
esquina juan encontrar hombre,0110011001001011100011011000100011100110111111100110
enorme sombrero copa cubrir,0010000111010110101110010000111100100000011111001101
sombrero copa cubrir cabello,1101011100100001111001000000111110011010001010010100
copa cubrir cabello gris,0011110010000001111100110100010100101000111100001111
cubrir cabello gris espeso,0011111001101000101001010001111000011110110001000011
cara blanca nieve contrastar,0001011000001000111110100101001011000000011110000110
blanca nieve contrastar vacío,0001111101001010010110000000111100001101111010010011
nieve contrastar vacío negrura,0100101100000001111000011011110100100110100100101101
contrastar vacío negrura ojo,0011110000110111101001001101001001011010100111010010
señor saber usted cómo,1101110000110110111100001111110101110100011101111001
saber usted cómo llamar,1101111000011111101011101000111011110010101001011100
usted cómo llamar lugar,1111010111010001110111100101010010111000101011101011
saber responder hombre voz,1101111000011110110001010001111111001101111111000000
responder hombre voz áspero,1101100010100011111110011011111110000001111101111001
hombre voz áspero agrietado,0111111100110111111100000011111011110010000011100010
voz áspero agrietado faltar,1111111000000111110111100100000111000100110110000100
áspero agrietado faltar uso,1111101111001000001110001001101100001001111010111011
entonces hombre encender cigarrillo,0010000011010011111110011000100010111000011000001000
hombre encender cigarrillo acercar,0111111100110001000101110000110000010000000001111011
encender cigarrillo acercar él,0010001011100001100000100000000011110111111101111000
cigarrillo acercar él rostro,0011000001000000000111101111111011110001101101010100
acercar él rostro tenue,0000001111011111110111100011011010101001111000000111
él rostro tenue luz,1111101111000110110101010011110000001110101011100111
rostro tenue luz dejar,1101101010100111100000011101010111001110011100011110
tenue luz dejar descubrir,1111000000111010101110011100111000111100010101101001
luz dejar descubrir horripilante,0101011100111001110001111000101011010010111110101010
dejar descubrir horripilante visión,0011100011110001010110100101111101010101111111010110
descubrir horripilante visión diente,0010101101001011111010101011111110101100010111101110
horripilante visión diente hombre,0111110101010111111101011000101111011100111111100110
visión diente hombre tanto,1111111010110001011110111001111111001101101000100100
diente hombre tanto largo,0010111101110011111110011011010001001000101000110000
hombre tanto largo afilado,0111111100110110100010010001010001100000000011010011
tanto largo afilado fiera,1101000100100010100011000000000110100110110110101100
preso pánico juan echar,1100011011001110011001111101110001101100010011100110
pánico juan echar correr,1100110011111011100011011000100111001100011110111011
mientras correr encontrar hombre,0101101001111001111011101100100011100110111111100110
hombre preguntar vos tanto,0111111100110110000100110011111110000101101000100100
preguntar vos tanto deprisa,1100001001100111111100001011010001001000010100011101
ver hombre cuyo diente,1111110110101011111110011000111011100000010111101110
hombre cuyo diente tanto,0111111100110001110111000000101111011101101000100100
cuyo diente tanto largo,0011101110000001011110111011010001001000101000110000
diente tanto largo fiera,0010111101110110100010010001010001100000110110101100
tanto largo fiera responder,1101000100100010100011000001101101011001101100010100
largo fiera responder juan,0101000110000011011010110011011000101000111000110110
inmediatamente hombre develar monstruoso,0111011010111011111110011000101110111000101100101101
hombre develar monstruoso diente,0111111100110001011101110001011001011010010111101110
develar monstruoso diente largo,0010111011100010110010110100101111011100101000110000
monstruoso diente largo afilado,0101100101101001011110111001010001100000000011010011
diente largo afilado sonrisa,0010111101110010100011000000000110100111101011111000
largo afilado sonrisa escueta,0101000110000000001101001111010111110000110001101000
afilado sonrisa escueta preguntar,0000011010011110101111100001100011010001100001001100
sonrisa escueta preguntar cuál,1101011111000011000110100011000010011000011101110001
escueta preguntar cuál largo,0110001101000110000100110000111011100010101000110000
repente llegar calle resultar,1100100001110010100100101000010101001111101100110000
llegar calle resultar conocido,0101001001010000101010011111011001100000011010101110
doblar esquina encontrar casa,0010010000010011001100100100100011100110001001010000
juan despertar gritar empapado,0111000110110001010100111001111000010100010011001101
despertar gritar empapado sudor,0010101001110011110000101000100110011011101011001111
gritar empapado sudor frío,0111100001010001001100110111010110011110110101001000
entonces comprender propio cama,0010000011010001101101011111000101110010001011100010
comprender propio cama ser,0011011010111110001011100100010111000101101110011011
propio cama ser pesadillar,1100010111001000101110001011011100110110100000100111
madre abrir puerta acercó,0101010111001000000011111111000100011000000001111101
abrir puerta acercó suceder,0000000111111110001000110000000011111011101011011001
soñé hombre extraño diente,1101011010110011111110011001100100001000010111101110
hombre extraño diente largo,0111111100110011001000010000101111011100101000110000
extraño diente largo afilado,0110010000100001011110111001010001100000000011010011
diente largo afilado hacer,0010111101110010100011000000000110100110111101111110
largo afilado hacer correr,0101000110000000001101001101111011111100011110111011
madre esbozó sonrisa hacer,0101010111001011000011000011010111110000111101111110
esbozó sonrisa hacer ancho,0110000110000110101111100001111011111100000110100010
sonrisa hacer ancho dejar,1101011111000011110111111000001101000100011100011110
hacer ancho dejar entrever,0111101111110000011010001000111000111100110000000000
ancho dejar entrever diente,0000110100010001110001111001100000000000010111101110
dejar entrever diente espantoso,0011100011110011000000000000101111011100110001010111
entrever diente espantoso largo,0110000000000001011110111001100010101110101000110000
